"","X1","X2","lake","year"
"1",0.0375936244464296,-0.404339283082124,"dunnigan",2018.9061796386
"2",0.154936811143462,-0.376422486315342,"dunnigan",2017.48875747663
"3",0.154936811143462,-0.376422486315342,"dunnigan",2015.37657935122
"4",0.0594663305717619,-0.186790526518124,"dunnigan",2012.58593988094
"5",0.0616901897536243,-0.141409712282431,"dunnigan",2009.10458224935
"6",0.0641425455841879,-0.118048860094607,"dunnigan",2004.91127645558
"7",-0.0144345386722919,0.188834108589194,"dunnigan",1999.98479249877
"8",-0.477970855875753,0.259707010898404,"dunnigan",1994.30450361292
"9",-0.112687793098866,-0.200772974163145,"dunnigan",1987.87961835603
"10",-0.318163387252595,-0.231426048026503,"dunnigan",1980.73365971321
"11",-0.309896570202225,-0.0227702529896279,"dunnigan",1972.89015066958
"12",-0.277983069609529,-0.11108673042181,"dunnigan",1963.89882404707
"13",-0.228476849644034,-0.17440516186739,"dunnigan",1954.25085342768
"14",-0.228476849644034,-0.17440516186739,"dunnigan",1944.08870532587
"15",-0.166142277779369,0.379759310808034,"dunnigan",1933.0477418946
"16",-0.166142277779369,0.379759310808034,"dunnigan",1921.80299071694
"17",-0.025427414989252,-0.0670156513434361,"dunnigan",1911.02947937592
"18",-0.025427414989252,-0.0670156513434361,"dunnigan",1900.839665356
"19",1.05675343273342,0.129953362021006,"dunnigan",1890.83672847281
"20",1.05675343273342,0.129953362021006,"dunnigan",1880.93177980614
"21",-0.0492755114929493,-0.0643101282144097,"dunnigan",1871.03593043578
"22",-0.0492755114929492,-0.0643101282144096,"dunnigan",1861.1668310853
"23",-0.0654976185291015,0.437661592637951,"dunnigan",1851.38879258603
"24",-0.0654976185291015,0.437661592637951,"dunnigan",1841.68291617936
"25",-0.0654976185291015,0.437661592637951,"dunnigan",1832.02715894799
"26",-0.400818667187037,-0.424274373947961,"finger",2019.27979699042
"27",-0.594100883128565,-0.0325585497078374,"finger",2016.75767741984
"28",-0.789761139636111,0.0967713079985952,"finger",2013.3719533628
"29",-0.767003040479593,0.167316073134138,"finger",2009.1013846114
"30",-0.122439093259419,0.15650603472577,"finger",2003.96060972579
"31",-0.297317624034481,0.330350313731889,"finger",1997.98931175807
"32",-0.226702518774179,0.423098486092634,"finger",1990.95384950059
"33",-0.264374349803201,0.309452571312612,"finger",1982.83982130321
"34",-0.28536095722329,0.296948968869849,"finger",1974.0157695542
"35",-0.212436415446041,0.365620939430163,"finger",1964.85023664187
"36",0.0925996188046242,-1.07162280675069,"finger",1954.99299152467
"37",-0.30764999850238,-1.0753473779283,"finger",1944.89455036725
"38",0.201992178109901,-0.04526542203613,"finger",1935.09150345991
"39",0.456314347427637,0.145373624953247,"finger",1925.33483570131
"40",0.480191383558537,0.137307319730317,"finger",1915.96266664365
"41",0.66805393868204,0.190231749049237,"finger",1906.49877057153
"42",0.431635889136737,0.166882929036051,"finger",1896.67008781538
"43",0.431635889136737,0.166882929036051,"finger",1886.6961619118
"44",0.386302809328934,-0.134090034332809,"finger",1876.48563487879
"45",0.619813170304006,-0.137093688432425,"finger",1866.00111491675
"46",0.499425462985143,-0.0324909939643992,"finger",1855.27850884305
"47",-0.509412044066406,-0.425103792449272,"burnt",2018.2741306454
"48",-0.509412044066408,-0.42510379244927,"burnt",2014.22909886214
"49",-0.53042996645309,-0.131295868882071,"burnt",2009.98885613295
"50",-0.636261037610894,-0.38466776360057,"burnt",2005.56143171556
"51",-0.534724278915803,-0.241939136009299,"burnt",2000.94401975649
"52",-0.778321588370083,-0.137694923189719,"burnt",1996.12934758546
"53",-0.458487717354345,0.0263820325015559,"burnt",1991.11014253217
"54",-0.547186271469124,-0.252459759134868,"burnt",1985.8976767367
"55",-0.50721363351257,-0.0412874369688643,"burnt",1980.4994260537
"56",-0.538796568532539,0.112522122440941,"burnt",1974.9024233848
"57",-0.0317237660778043,0.97291404334911,"burnt",1969.09370163163
"58",-0.0317237660778043,0.97291404334911,"burnt",1962.95000223447
"59",-0.232980086616582,0.704860327692786,"burnt",1956.47274889439
"60",-0.232980086616583,0.704860327692786,"burnt",1949.83599790424
"61",-0.354950222380242,0.17294739007901,"burnt",1943.21380555683
"62",0.100504048788132,-0.187809204219532,"burnt",1936.3785450589
"63",0.100504048788132,-0.187809204219532,"burnt",1929.23306649953
"64",0.100504048788132,-0.187809204219532,"burnt",1922.14714149505
"65",0.375966314016289,-0.124726013427773,"burnt",1915.4905416618
"66",0.375966314016289,-0.124726013427773,"burnt",1909.41459878826
"67",0.375945967406747,0.12307411663192,"burnt",1903.63441744737
"68",0.375945967406747,0.12307411663192,"burnt",1897.86542843212
"69",0.375945967406747,0.12307411663192,"burnt",1891.82306253553
"70",0.375945967406747,0.12307411663192,"burnt",1885.55547464712
"71",0.632104692283918,-0.214071147739056,"burnt",1879.26638262815
"72",0.632104692283918,-0.214071147739056,"burnt",1872.90456172916
"73",0.435527508254747,-0.146520390992799,"burnt",1866.41878720072
"74",0.435527508254747,-0.146520390992799,"burnt",1859.75783429338
"75",0.435527508254747,-0.146520390992799,"burnt",1852.87047825768
"76",0.435527508254747,-0.146520390992799,"burnt",1845.74958306586
"77",0.435527508254747,-0.146520390992799,"burnt",1838.43858996232
"78",0.435527508254747,-0.146520390992799,"burnt",1830.96214010586
"79",-0.844881982980377,0.40776886562364,"smoke",2018.72446718069
"80",-0.605850630309402,0.0826905530389749,"smoke",2013.49635476518
"81",-0.759845401891955,0.506474531512528,"smoke",2008.22811257927
"82",-0.663611441280141,-0.207052785935613,"smoke",2002.91243063353
"83",-0.564952138567499,-0.0868643479157217,"smoke",1997.56344814645
"84",-0.60175709187492,-0.494873186514675,"smoke",1992.17680368553
"85",-0.381966430638014,0.0964794259537128,"smoke",1986.75250432537
"86",-0.473951544761414,-0.3382826763494,"smoke",1981.3079883991
"87",-0.395999888247018,-0.627246743376745,"smoke",1975.84055651246
"88",-0.685582564832984,-0.539001632915716,"smoke",1970.34181805419
"89",-0.395219506347977,-0.190096126652985,"smoke",1964.82067453192
"90",-0.253035369902698,-0.044386900889736,"smoke",1959.28602745332
"91",-0.232652357713192,0.333711823210322,"smoke",1953.95330078796
"92",-0.232652357713192,0.333711823210322,"smoke",1948.4354641019
"93",-0.00469777661363896,0.24731630835241,"smoke",1942.92706785226
"94",-0.00469777661363896,0.24731630835241,"smoke",1937.25029784503
"95",-0.00469777661363896,0.24731630835241,"smoke",1931.20535978704
"96",-0.00469777661363896,0.24731630835241,"smoke",1924.97332503437
"97",0.187326408997524,0.284392218664963,"smoke",1918.94767786681
"98",0.187326408997524,0.284392218664963,"smoke",1912.96860051917
"99",0.187326408997524,0.284392218664963,"smoke",1907.37195630444
"100",0.429101043053383,0.277590936521814,"smoke",1901.95583078053
"101",0.369257194164302,-0.0430646212021505,"smoke",1896.5259477088
"102",0.369257194164302,-0.0430646212021505,"smoke",1890.88803085062
"103",0.489195923194616,-0.115176018683722,"smoke",1885.16810372517
"104",0.489195923194616,-0.115176018683722,"smoke",1879.35980410988
"105",0.489195923194616,-0.115176018683722,"smoke",1873.07027715342
"106",0.489195923194616,-0.115176018683722,"smoke",1866.28456060977
"107",0.489195923194616,-0.115176018683722,"smoke",1859.2417823277
"108",0.489195923194616,-0.115176018683722,"smoke",1851.93022259811
"109",0.489195923194616,-0.115176018683722,"smoke",1844.33816171191
"110",0.489195923194616,-0.115176018683722,"smoke",1836.45387996
"111",0.489195923194616,-0.115176018683723,"smoke",1828.26565763326
"112",0.489195923194616,-0.115176018683723,"smoke",1819.76177502262
"113",0.489195923194616,-0.115176018683723,"smoke",1810.93051241896
"114",-0.507509840605357,-0.652250674966067,"elbow",2018.30048530253
"115",-0.633150638391688,-0.550820523003926,"elbow",2015.61921617665
"116",-0.460235946538951,-0.70958607751417,"elbow",2012.70722993108
"117",-0.46023594653895,-0.70958607751417,"elbow",2009.57662964261
"118",-0.538104746562134,0.0315977189137971,"elbow",2006.20709609546
"119",-0.538104746562134,0.0315977189137971,"elbow",2002.60276036795
"120",-0.441774564439863,0.151060188754044,"elbow",1998.77142276648
"121",-0.441774564439863,0.151060188754044,"elbow",1994.6929699258
"122",-0.436792312984553,0.237014791117618,"elbow",1990.34728848064
"123",-0.436792312984553,0.237014791117618,"elbow",1985.73854706634
"124",-0.517757120572158,0.378207792690772,"elbow",1980.8800528962
"125",-0.458169553338743,0.360166926535497,"elbow",1975.76540047187
"126",-0.131431121210395,0.144092497746934,"elbow",1970.24258384513
"127",-0.11716198022055,0.140328794273352,"elbow",1964.31228902271
"128",-0.163929813520217,0.13541107362445,"elbow",1958.19714843872
"129",-0.117310408825053,0.0500649821661841,"elbow",1952.11979452725
"130",-0.0215512109788676,0.202259445183055,"elbow",1945.98673870973
"131",-0.0215512109788676,0.202259445183055,"elbow",1939.68846599422
"132",0.151137796344919,0.112723622683857,"elbow",1933.42356919473
"133",0.151137796344919,0.112723622683857,"elbow",1927.38699983326
"134",0.159148085708046,0.146101262667997,"elbow",1921.4706677731
"135",0.159148085708046,0.146101262667997,"elbow",1915.41860334019
"136",0.164924613567163,0.220634448976665,"elbow",1908.9748368605
"137",0.164924613567163,0.220634448976665,"elbow",1902.16323532889
"138",0.467415115958272,0.00637058071349937,"elbow",1895.14744354127
"139",0.467415115958272,0.00637058071349938,"elbow",1887.88115852515
"140",0.467415115958272,0.00637058071349938,"elbow",1880.31807730804
"141",0.514491548349754,-0.168345195166832,"elbow",1872.41189691744
"142",0.90544763657281,-0.320109997735107,"elbow",1864.18012770037
"143",0.90544763657281,-0.320109997735108,"elbow",1855.66592183414
"144",0.695970792412021,-0.0335139932567261,"elbow",1846.8614390917
"145",0.695970792412021,-0.033513993256726,"elbow",1837.75883924597
"146",0.373343294258402,0.0676697643770852,"elbow",1828.35028206991
"147",-0.678608392399162,-0.220873592774497,"etwin",2020.53903562697
"148",-0.678608392399161,-0.220873592774496,"etwin",2020.4443440422
"149",-0.678608392399161,-0.220873592774496,"etwin",2020.25808010764
"150",-0.678608392399161,-0.220873592774497,"etwin",2019.98008545687
"151",-0.678608392399161,-0.220873592774496,"etwin",2019.61020172349
"152",-0.678608392399161,-0.220873592774496,"etwin",2019.14827054107
"153",-0.67860839239916,-0.220873592774496,"etwin",2018.59413354322
"154",-0.67860839239916,-0.220873592774496,"etwin",2017.9476323635
"155",-0.67860839239916,-0.220873592774496,"etwin",2017.20860863552
"156",-0.678608392399161,-0.220873592774496,"etwin",2016.37690399285
"157",-0.678608392399161,-0.220873592774496,"etwin",2015.45236006909
"158",-0.67860839239916,-0.220873592774496,"etwin",2014.43481849782
"159",-0.542221721293836,-0.277587607337726,"etwin",2013.32412091262
"160",-0.331393038634344,0.000366318530196547,"etwin",2012.12841986823
"161",-0.331393038634344,0.000366318530196582,"etwin",2010.85366832814
"162",-0.331393038634344,0.000366318530196547,"etwin",2009.49640853911
"163",-0.58999471683514,-0.105459724363261,"etwin",2008.05318274791
"164",-0.58999471683514,-0.105459724363262,"etwin",2006.52053320129
"165",-0.58999471683514,-0.105459724363262,"etwin",2004.895002146
"166",-0.43040546871107,0.10953360236683,"etwin",2003.17313182882
"167",-0.394476331230585,0.0581798704481143,"etwin",2001.3514644965
"168",-0.394476331230585,0.0581798704481144,"etwin",1999.42654239581
"169",-0.925079396650136,1.0104722637928,"etwin",1997.39490777349
"170",-0.925079396650136,1.0104722637928,"etwin",1995.25310287631
"171",-0.140359899586805,0.110517823514797,"etwin",1992.99766995103
"172",-0.140359899586805,0.110517823514797,"etwin",1990.63068016138
"173",-0.132354622497174,0.161197925241783,"etwin",1988.15618878115
"174",-0.132354622497174,0.161197925241783,"etwin",1985.5737142222
"175",-0.014910378897485,0.102397093742349,"etwin",1982.88277489639
"176",-0.014910378897485,0.102397093742349,"etwin",1980.08288921558
"177",0.22249026280096,0.0484202276743505,"etwin",1977.17357559163
"178",0.22249026280096,0.0484202276743505,"etwin",1974.1543524364
"179",0.0244478377572714,0.0523739178459946,"etwin",1971.02473816175
"180",0.0244478377572714,0.0523739178459946,"etwin",1967.78425117954
"181",0.0244478377572714,0.0523739178459946,"etwin",1964.33707034259
"182",0.0543488567866373,0.0457835650028772,"etwin",1960.63876032325
"183",0.0856929578841565,0.0682053299999967,"etwin",1956.76591826269
"184",0.0856929578841565,0.0682053299999967,"etwin",1952.79514130207
"185",0.0856929578841565,0.0682053299999967,"etwin",1948.80302658254
"186",0.0856929578841565,0.0682053299999967,"etwin",1944.86617124527
"187",0.342479147849618,-0.0148429497597767,"etwin",1940.91740327153
"188",0.342479147849618,-0.0148429497597766,"etwin",1936.84916404855
"189",0.342479147849618,-0.0148429497597766,"etwin",1932.67747082648
"190",0.342479147849618,-0.0148429497597766,"etwin",1928.41834085546
"191",0.389080510011495,0.039521768332407,"etwin",1924.08779138563
"192",0.412649329557658,0.00465832773075272,"etwin",1919.70183966713
"193",0.412649329557658,0.00465832773075273,"etwin",1915.2765029501
"194",0.412649329557658,0.00465832773075269,"etwin",1910.82779848469
"195",0.412649329557658,0.00465832773075269,"etwin",1906.37174352103
"196",0.509608278459995,-0.0153046231156585,"etwin",1901.89495506198
"197",0.46129441938236,-0.0793984906586322,"etwin",1897.37166518548
"198",0.46129441938236,-0.0793984906586322,"etwin",1892.79931375432
"199",0.46129441938236,-0.0793984906586322,"etwin",1888.17534063127
"200",0.460149589286531,-0.0574055311633031,"etwin",1883.49718567912
"201",0.495045420599792,-0.000715139150979162,"etwin",1878.76228876064
"202",0.495045420599792,-0.000715139150979168,"etwin",1873.96808973862
"203",0.495045420599792,-0.000715139150979168,"etwin",1869.11202847583
"204",0.495045420599792,-0.000715139150979168,"etwin",1864.19154483507
"205",0.495045420599792,-0.000715139150979168,"etwin",1859.2040786791
"206",0.495045420599792,-0.000715139150979216,"etwin",1854.14706987072
"207",0.495045420599792,-0.000715139150979216,"etwin",1849.02840641311
"208",0.495045420599792,-0.000715139150979216,"etwin",1843.85568756907
"209",0.495045420599792,-0.000715139150979216,"etwin",1838.62592009076
"210",0.495045420599792,-0.000715139150979216,"etwin",1833.33611073037
"211",0.495045420599792,-0.000715139150979216,"etwin",1827.98326624005
"212",0.495045420599792,-0.000715139150979216,"etwin",1822.564393372
"213",0.495045420599792,-0.000715139150979222,"etwin",1817.07649887837
"214",0.495045420599792,-0.000715139150979222,"etwin",1811.51726219863
"215",0.495045420599792,-0.000715139150979269,"etwin",1805.8892958735
"216",0.495045420599792,-0.000715139150979251,"etwin",1800.19700630706
"217",0.495045420599792,-0.000715139150979251,"etwin",1794.4447999034
"218",-0.815375476090468,-0.386108704087031,"flame",2014.67623246975
"219",-0.728000968940011,-0.334707589386809,"flame",2009.17601095002
"220",-0.744935352652561,-0.321857451639313,"flame",2003.45238186984
"221",-0.815279031146871,-0.230759507979445,"flame",1997.49370167473
"222",-0.681085140054618,0.111697373319348,"flame",1991.31043479879
"223",-0.745363163046531,0.483655240602651,"flame",1984.90294945096
"224",-0.665777857923761,-0.240337428665932,"flame",1978.25084530179
"225",-0.336611436836577,-0.177464903796625,"flame",1971.33372202181
"226",-0.223369050786721,0.36421099136705,"flame",1964.21855409034
"227",-0.214171320036384,0.385858473271576,"flame",1956.85981924735
"228",-0.308639294531749,-0.0681968076942773,"flame",1949.36459010076
"229",0.00616053442152263,-0.0410087396796676,"flame",1941.47256264298
"230",0.148776362600518,0.378762639920402,"flame",1933.19069394611
"231",0.156455759317405,0.392016328362605,"flame",1924.29436940294
"232",0.0901598083619598,-0.072366247767266,"flame",1914.94977199159
"233",0.0901598083619598,-0.072366247767266,"flame",1904.72633417749
"234",0.314668138492364,0.543125247703685,"flame",1894.20058731494
"235",0.314668138492364,0.543125247703685,"flame",1884.12862191225
"236",0.376433944844266,-0.0344667650707806,"flame",1873.95205150298
"237",0.376433944844266,-0.0344667650707806,"flame",1863.30638333662
"238",0.880938330461925,-0.237668876729162,"flame",1852.14266555697
"239",0.880938330461925,-0.237668876729162,"flame",1840.6183390658
"240",0.880938330461925,-0.237668876729162,"flame",1828.70890443795
"241",0.880938330461925,-0.237668876729162,"flame",1816.43147880735
"242",0.880938330461925,-0.237668876729162,"flame",1803.79358339903
"243",-1.17957323786013,-0.516264842716344,"wtwin",2022.48325619693
"244",-1.17957323786012,-0.516264842716341,"wtwin",2021.17010014691
"245",-1.17957323786013,-0.51626484271635,"wtwin",2019.81691511738
"246",-1.17957323786013,-0.516264842716339,"wtwin",2018.42262026012
"247",-1.17957323786013,-0.516264842716344,"wtwin",2016.98613472693
"248",-1.17957323786013,-0.516264842716345,"wtwin",2015.50637766961
"249",-1.17957323786013,-0.516264842716345,"wtwin",2013.98226823995
"250",-1.21542836286763,-0.241421065876554,"wtwin",2012.41272558974
"251",-1.21542836286763,-0.241421065876555,"wtwin",2010.79404152248
"252",-1.21542836286763,-0.241421065876555,"wtwin",2009.12511862568
"253",-0.722481359280034,-0.0142811967835696,"wtwin",2007.40879222715
"254",-0.722481359280034,-0.0142811967835696,"wtwin",2005.64789765471
"255",-0.698738193272423,0.0119662221078992,"wtwin",2003.84527023618
"256",-0.806852710044683,-0.00640643666153699,"wtwin",2002.00374529938
"257",-0.735436442844572,0.0281353679875726,"wtwin",2000.12615817213
"258",-0.595043671414654,-0.108207420010228,"wtwin",1998.21534418225
"259",-0.716553589516102,0.413207012715459,"wtwin",1996.27413865755
"260",-0.567320147406584,0.341140173727051,"wtwin",1994.30537692585
"261",-0.4455623654105,0.17889018010689,"wtwin",1992.27133118634
"262",-0.588029597401369,0.301576772048106,"wtwin",1990.14379554302
"263",-0.392419467040476,0.107746841475024,"wtwin",1987.93988818097
"264",-0.206419423335098,0.0249424311473257,"wtwin",1985.67672728523
"265",-0.124199150492359,0.299857127735702,"wtwin",1983.37143104087
"266",-0.195539392791248,0.466930608512177,"wtwin",1981.04111763295
"267",-0.214326450403299,0.133382221452843,"wtwin",1978.70290524653
"268",-0.0116178281521369,-0.013269432703542,"wtwin",1976.37391206667
"269",0.101794719406579,0.492424389968977,"wtwin",1974.07125627844
"270",-0.0360437594009844,0.728805960378687,"wtwin",1971.81205606689
"271",-0.0360437594009844,0.728805960378687,"wtwin",1969.54759493691
"272",-0.0360437594009844,0.728805960378687,"wtwin",1967.23239633932
"273",-0.0360437594009845,0.728805960378687,"wtwin",1964.88843837813
"274",-0.0360437594009845,0.728805960378687,"wtwin",1962.53769915732
"275",-0.0360437594009845,0.728805960378687,"wtwin",1960.2021567809
"276",0.0155711249924766,0.674615336471291,"wtwin",1957.90378935284
"277",-0.284711551407853,0.485250475078636,"wtwin",1955.66457497716
"278",-0.284711551407853,0.485250475078636,"wtwin",1953.50649175783
"279",-0.284711551407853,0.485250475078636,"wtwin",1951.40289613497
"280",-0.284711551407853,0.485250475078636,"wtwin",1949.3155315643
"281",0.148748960168861,0.4744505684215,"wtwin",1947.24895667323
"282",0.148748960168861,0.4744505684215,"wtwin",1945.20773008916
"283",0.148748960168861,0.4744505684215,"wtwin",1943.19641043948
"284",0.148748960168861,0.4744505684215,"wtwin",1941.21955635162
"285",0.476266082954828,-0.011049179688689,"wtwin",1939.28172645296
"286",0.476266082954828,-0.011049179688689,"wtwin",1937.38747937092
"287",0.476266082954828,-0.011049179688689,"wtwin",1935.55719822809
"288",0.476266082954828,-0.011049179688689,"wtwin",1933.79502520982
"289",0.540705930789791,-0.210226327158461,"wtwin",1932.08115753767
"290",0.540705930789791,-0.210226327158461,"wtwin",1930.3957924332
"291",0.540705930789791,-0.210226327158461,"wtwin",1928.71912711797
"292",0.540705930789791,-0.210226327158461,"wtwin",1927.03135881352
"293",0.540705930789791,-0.210226327158461,"wtwin",1925.31268474142
"294",0.540705930789791,-0.210226327158461,"wtwin",1923.57756544846
"295",0.540705930789791,-0.210226327158461,"wtwin",1921.85175285169
"296",0.540705930789791,-0.210226327158461,"wtwin",1920.13238122807
"297",0.540705930789791,-0.210226327158461,"wtwin",1918.41658485454
"298",0.540705930789791,-0.210226327158461,"wtwin",1916.70149800805
"299",0.540705930789791,-0.210226327158461,"wtwin",1914.98425496553
"300",0.540705930789791,-0.210226327158461,"wtwin",1913.26199000394
"301",0.540705930789791,-0.210226327158461,"wtwin",1911.53183740022
"302",0.540705930789791,-0.210226327158461,"wtwin",1909.79093143132
"303",0.540705930789791,-0.210226327158461,"wtwin",1908.03640637418
"304",0.540705930789791,-0.210226327158461,"wtwin",1906.26539650575
"305",0.540705930789791,-0.210226327158461,"wtwin",1904.47503610297
"306",0.540705930789791,-0.210226327158461,"wtwin",1902.66245944279
"307",0.540705930789791,-0.210226327158461,"wtwin",1900.82480080215
"308",0.540705930789791,-0.210226327158461,"wtwin",1898.95919445801
"309",0.540705930789791,-0.210226327158461,"wtwin",1897.0627746873
"310",0.540705930789791,-0.210226327158461,"wtwin",1895.13267576697
"311",0.540705930789791,-0.210226327158461,"wtwin",1893.16603197397
"312",0.540705930789791,-0.210226327158461,"wtwin",1891.15997758524
"313",0.540705930789791,-0.210226327158461,"wtwin",1889.11164687772
"314",0.540705930789791,-0.210226327158461,"wtwin",1887.0283361969
"315",0.540705930789791,-0.210226327158461,"wtwin",1884.91955324314
"316",0.540705930789791,-0.210226327158461,"wtwin",1882.78574932579
"317",0.540705930789791,-0.210226327158461,"wtwin",1880.62737575417
"318",0.540705930789791,-0.210226327158461,"wtwin",1878.44488383761
"319",0.540705930789791,-0.210226327158461,"wtwin",1876.23872488542
"320",0.540705930789791,-0.210226327158461,"wtwin",1874.00935020693
"321",0.540705930789791,-0.210226327158461,"wtwin",1871.75721111148
"322",0.540705930789791,-0.210226327158461,"wtwin",1869.48275890839
