"","lake","year_loess","depth","percent_organic","percent_ca_co3","percent_inorg","flux_sio2_mg","ast_formosa","aul_ambigua","sta_venter","tab_flocculosa","pse_elliptica","nav_cryptocephala","nit_perminuta","pin_subanglica","pse_brevistriata","sel_auldrekie","fra_crotonensis","sta_construens","aul_granulata","aul_subarctica","lin_intermedia","tab_fenestrata","ach_minutissimum","fra_mesolepta","sel_nigri","sta_pinnata","sel_saugerresii","dis_pseudostelligera","aul_tenella","pse_brevistriata_inflata","lin_comta","pse_robusta","sed_a","sed_b","sed_c","myxo","allo","diato","lutein","cantha","echine","phaeo_b","pheo_a","b_car"
"11","burnt",1969.09370163163,12,42.0963172804533,7.21495750708136,50.6887252124653,3.07072068662504,11.75,31.75,21.25,5.75,22.5,0,0,0,0,0,0,0,0,0.5,1,0,0.25,0,0.75,0,0.25,0.25,0,0.5,0.75,0,1.52882359233957,3.35008640967853,2.3946837427471,1.59117789224329,6.0471626277973,5.8117904296899,7.36737458427579,4.25829728730475,1.29670321432668,12.0512574948856,7.37925088656755,0.918385935675527
"12","burnt",1962.95000223447,13,41.6159380188156,7.17310459324853,51.2109573879359,2.60684629604818,11.75,31.75,21.25,5.75,22.5,0,0,0,0,0,0,0,0,0.5,1,0,0.25,0,0.75,0,0.25,0.25,0,0.5,0.75,0,1.52882359233957,3.35008640967853,2.3946837427471,1.59117789224329,6.0471626277973,5.8117904296899,7.36737458427579,4.25829728730475,1.29670321432668,12.0512574948856,7.37925088656755,0.918385935675527
"13","burnt",1956.47274889439,14,41.4452709883104,7.61222104144469,50.9425079702449,2.60684629604818,11.75,31.75,21.25,5.75,22.5,0,0,0,0,0,0,0,0,0.5,1,0,0.25,0,0.75,0,0.25,0.25,0,0.5,0.75,0,0.488246419080319,1.57534902117818,1.1744319821445,2.37192449868704,7.09193131749654,6.46180628487432,9.11040056783367,4.63976645152439,0.647340328022643,25.0816320129747,18.3483426751108,2.38633684204336
"14","burnt",1949.83599790424,15,41.964762413241,6.79893219433986,51.2363053924191,2.60684629604818,11.75,31.75,21.25,5.75,22.5,0,0,0,0,0,0,0,0,0.5,1,0,0.25,0,0.75,0,0.25,0.25,0,0.5,0.75,0,0.488246419080319,1.57534902117818,1.1744319821445,2.37192449868704,7.09193131749654,6.46180628487432,9.11040056783367,4.63976645152439,0.647340328022643,25.0816320129747,18.3483426751108,2.38633684204336
"15","burnt",1943.21380555683,16,42.0966865833787,6.67007061379663,51.2332428028246,2.287970903127,14.25,32,24.75,6.25,14.25,0,0,0,0.25,0,0.25,0.25,0,0,0.25,0,0.5,0,0.75,0.5,0,0,0,1,0.25,0,0.437170678344367,1.85076156793029,1.09736973303712,2.016986479851,7.11919622112557,7.54992648361129,9.72104001532073,5.0870408172276,1.8770497897827,21.1074537673954,19.2794032383807,2.97504297868306
"16","burnt",1936.3785450589,17,42.4774056353004,6.28644338118059,51.236150983519,2.287970903127,10.5,54,8.25,5.75,14.25,0,0,0,0.25,0,0.75,0.25,0,0,0.5,0,0.25,0,0.75,1,0,0,0,0.5,0.5,0,0.437170678344367,1.85076156793029,1.09736973303712,2.016986479851,7.11919622112557,7.54992648361129,9.72104001532073,5.0870408172276,1.8770497897827,21.1074537673954,19.2794032383807,2.97504297868306
"17","burnt",1929.23306649953,18,42.744479495268,6.934384858045,50.321135646687,2.287970903127,10.5,54,8.25,5.75,14.25,0,0,0,0.25,0,0.75,0.25,0,0,0.5,0,0.25,0,0.75,1,0,0,0,0.5,0.5,0,0.437170678344367,1.85076156793029,1.09736973303712,2.016986479851,7.11919622112557,7.54992648361129,9.72104001532073,5.0870408172276,1.8770497897827,21.1074537673954,19.2794032383807,2.97504297868306
"18","burnt",1922.14714149505,19,42.7751695357333,7.47323943661916,49.7515910276475,2.72597910881902,10.5,54,8.25,5.75,14.25,0,0,0,0.25,0,0.75,0.25,0,0,0.5,0,0.25,0,0.75,1,0,0,0,0.5,0.5,0,0.437170678344367,1.85076156793029,1.09736973303712,2.016986479851,7.11919622112557,7.54992648361129,9.72104001532073,5.0870408172276,1.8770497897827,21.1074537673954,19.2794032383807,2.97504297868306
"19","burnt",1915.4905416618,20,42.443391258557,7.78357030015793,49.7730384412851,2.72597910881902,10.5,54,8.25,5.75,14.25,0,0,0,0.25,0,0.75,0.25,0,0,0.5,0,0.25,0,0.75,1,0,0,0,0.5,0.5,0,0,1.79445035026035,1.04906493427069,1.44430399841498,6.25757175811087,7.43774696071262,9.33270101375665,3.79206201426745,1.22548565245295,19.2770004872143,10.0000946809362,0.955242413763808
"20","burnt",1909.41459878826,21,42.2009086320043,8.03533568904555,49.7637556789502,2.72597910881902,10.5,54,8.25,5.75,14.25,0,0,0,0.25,0,0.75,0.25,0,0,0.5,0,0.25,0,0.75,1,0,0,0,0.5,0.5,0,0,1.79445035026035,1.04906493427069,1.44430399841498,6.25757175811087,7.43774696071262,9.33270101375665,3.79206201426745,1.22548565245295,19.2770004872143,10.0000946809362,0.955242413763808
"21","burnt",1903.63441744737,22,42.2166246851386,8.01914357682582,49.7642317380356,3.1755410579642,9.5,42.25,5.75,8.25,23.75,0,0,0,0,0,0.25,0,0,0.5,1,0,0.25,0,0.5,0,0.5,0.25,0,0.75,0.75,0,0.449862131028417,1.33369099447097,0.16977403049218,1.50761035687696,7.72151780088899,8.21257200297108,9.62655089152822,4.09385574612651,1.41785831952551,15.2887126204847,14.1300800819102,2.32103563919163
"22","burnt",1897.86542843212,23,42.5074925074924,8.1782217782219,49.3142857142857,3.1755410579642,9.5,42.25,5.75,8.25,23.75,0,0,0,0,0,0.25,0,0,0.5,1,0,0.25,0,0.5,0,0.5,0.25,0,0.75,0.75,0,0.449862131028417,1.33369099447097,0.16977403049218,1.50761035687696,7.72151780088899,8.21257200297108,9.62655089152822,4.09385574612651,1.41785831952551,15.2887126204847,14.1300800819102,2.32103563919163
"23","burnt",1891.82306253553,24,42.7807486631016,7.7384540593093,49.4807972775891,3.1755410579642,9.5,42.25,5.75,8.25,23.75,0,0,0,0,0,0.25,0,0,0.5,1,0,0.25,0,0.5,0,0.5,0.25,0,0.75,0.75,0,0.449862131028417,1.33369099447097,0.16977403049218,1.50761035687696,7.72151780088899,8.21257200297108,9.62655089152822,4.09385574612651,1.41785831952551,15.2887126204847,14.1300800819102,2.32103563919163
"24","burnt",1885.55547464712,25,43.009708737864,7.72718446601908,49.263106796117,3.1755410579642,9.5,42.25,5.75,8.25,23.75,0,0,0,0,0,0.25,0,0,0.5,1,0,0.25,0,0.5,0,0.5,0.25,0,0.75,0.75,0,0.449862131028417,1.33369099447097,0.16977403049218,1.50761035687696,7.72151780088899,8.21257200297108,9.62655089152822,4.09385574612651,1.41785831952551,15.2887126204847,14.1300800819102,2.32103563919163
"25","burnt",1879.26638262815,26,42.6672994779307,8.31029900332206,49.0224015187472,3.83392491251994,9.5,54.25,9.5,5.75,13,0,0,0,0,0,0.25,0,0,0,0.5,0,0.5,0,0.5,0.5,0.5,0,0,1,0.5,0,0,1.57893030550368,0.827053728391981,1.35064488401287,7.46345355271802,7.70275856967437,10.3229496617675,3.52181255139895,1.12040804258491,8.54515761003068,10.1166285744842,1.50644692265776
"26","burnt",1872.90456172916,27,42.6182513139035,7.60535117056821,49.7763975155283,3.83392491251994,9.5,54.25,9.5,5.75,13,0,0,0,0,0,0.25,0,0,0,0.5,0,0.5,0,0.5,0.5,0.5,0,0,1,0.5,0,0,1.57893030550368,0.827053728391981,1.35064488401287,7.46345355271802,7.70275856967437,10.3229496617675,3.52181255139895,1.12040804258491,8.54515761003068,10.1166285744842,1.50644692265776
"27","burnt",1866.41878720072,28,42.6806083650188,7.78174904942976,49.5376425855515,3.83392491251994,9.5,54.25,9.5,5.75,13,0,0,0,0,0,0.25,0,0,0,0.5,0,0.5,0,0.5,0.5,0.5,0,0,1,0.5,0,0.395784903745241,1.07254124658697,0.441168587431103,1.16009802567775,6.77005148940441,6.76114785121314,8.91474375821789,3.32719121890344,0.988167636482971,11.7935274759173,10.3887850660114,1.79487931103924
"28","burnt",1859.75783429338,29,43.3270676691728,7.58712406015071,49.0858082706764,3.83392491251994,9.5,54.25,9.5,5.75,13,0,0,0,0,0,0.25,0,0,0,0.5,0,0.5,0,0.5,0.5,0.5,0,0,1,0.5,0,0.395784903745241,1.07254124658697,0.441168587431103,1.16009802567775,6.77005148940441,6.76114785121314,8.91474375821789,3.32719121890344,0.988167636482971,11.7935274759173,10.3887850660114,1.79487931103924
"29","burnt",1852.87047825768,30,42.6305970149254,7.4244402985071,49.9449626865675,3.83392491251994,9.5,54.25,9.5,5.75,13,0,0,0,0,0,0.25,0,0,0,0.5,0,0.5,0,0.5,0.5,0.5,0,0,1,0.5,0,0.395784903745241,1.07254124658697,0.441168587431103,1.16009802567775,6.77005148940441,6.76114785121314,8.91474375821789,3.32719121890344,0.988167636482971,11.7935274759173,10.3887850660114,1.79487931103924
"30","burnt",1845.74958306586,31,42.8302773859897,8.3390691114241,48.8306535025862,3.83392491251994,9.5,54.25,9.5,5.75,13,0,0,0,0,0,0.25,0,0,0,0.5,0,0.5,0,0.5,0.5,0.5,0,0,1,0.5,0,0.395784903745241,1.07254124658697,0.441168587431103,1.16009802567775,6.77005148940441,6.76114785121314,8.91474375821789,3.32719121890344,0.988167636482971,11.7935274759173,10.3887850660114,1.79487931103924
"31","burnt",1838.43858996232,32,42.9113323850167,7.43982930298708,49.6488383119962,3.83392491251994,9.5,54.25,9.5,5.75,13,0,0,0,0,0,0.25,0,0,0,0.5,0,0.5,0,0.5,0.5,0.5,0,0,1,0.5,0,0.395784903745241,1.07254124658697,0.441168587431103,1.16009802567775,6.77005148940441,6.76114785121314,8.91474375821789,3.32719121890344,0.988167636482971,11.7935274759173,10.3887850660114,1.79487931103924
"32","burnt",1830.96214010586,33,42.8440366972477,7.51045871559643,49.6455045871559,3.83392491251994,9.5,54.25,9.5,5.75,13,0,0,0,0,0,0.25,0,0,0,0.5,0,0.5,0,0.5,0.5,0.5,0,0,1,0.5,0,0.395784903745241,1.07254124658697,0.441168587431103,1.16009802567775,6.77005148940441,6.76114785121314,8.91474375821789,3.32719121890344,0.988167636482971,11.7935274759173,10.3887850660114,1.79487931103924
"33","dunnigan",2018.9061796386,2,67.6012461059182,5.66728971962873,26.7314641744531,1.02867142037725,0,0,0,6,0,19.75,11.25,4.25,4.75,2.75,0,0,0,0,0,1,1.75,0,0,0,3.25,0,0,0,0,1.75,0,2.25994595693681,0,3.08985849940228,5.05123847077651,5.01780068482666,16.3233342910472,1.56466360900988,4.53933784353394,35.2577507748603,50.4144190955529,20.0169635272874
"34","dunnigan",2017.48875747663,3,66.5404040404043,5.45530303030312,28.0042929292926,1.03408491735088,0,0,0,6,0,19.75,11.25,4.25,4.75,2.75,0,0,0,0,0,1,1.75,0,0,0,3.25,0,0,0,0,1.75,0,3.00354064199216,0,4.34101573655143,7.51095574898936,6.01301249029896,18.8765101770342,3.30405738685463,5.71627167867339,30.9068586446395,48.5002743202145,24.410659885261
"35","dunnigan",2015.37657935122,4,65.3983353151016,5.67824019024846,28.92342449465,1.03408491735088,0,0,0,6,0,19.75,11.25,4.25,4.75,2.75,0,0,0,0,0,1,1.75,0,0,0,3.25,0,0,0,0,1.75,0,3.00354064199216,0,4.34101573655143,7.51095574898936,6.01301249029896,18.8765101770342,3.30405738685463,5.71627167867339,30.9068586446395,48.5002743202145,24.410659885261
"36","dunnigan",2012.58593988094,5,64.302325581395,5.81720930232609,29.8804651162789,0.928126962550647,0,0,0,5.75,0,21.25,12.5,6,5.25,3.75,0,0,0,0,0,1,2.5,0,0,0,1.75,0,0,0,0,2.5,0,1.53950927167537,0,1.77126869844804,10.3114438030171,8.23678058232478,24.6668309520642,4.08543454110203,7.09296633965533,36.3777140359369,37.4543279276495,12.8611952264302
"37","dunnigan",2009.10458224935,6,62.9032258064521,5.13483870967631,31.9619354838716,0.928126962550647,0,0,0,5.75,0,21.25,12.5,6,5.25,3.75,0,0,0,0,0,1,2.5,0,0,0,1.75,0,0,0,0,2.5,0,2.25885916631762,0,3.36013898789915,9.78306925522541,8.05913555520272,23.3089808723343,1.61822176626329,5.32812423637998,31.2415091722656,24.0183601231278,4.86128062904287
"38","dunnigan",2004.91127645558,7,61.9270346117867,5.5307764265672,32.5421889616461,0.836925549673182,0,0,0,7.25,0,22.75,12.5,3.5,4,4.25,0,0,0,0,0,0.5,1.75,0,0,0,2.5,0,0,0,0,2.5,0,1.95613910966112,0,3.88758978393742,9.15664325324737,8.81982215402734,23.323710767545,4.39290341162394,5.19927187863498,33.1432826989902,39.9352912022778,21.2215698470875
"39","dunnigan",1999.98479249877,8,61.5248226950354,5.84627659574359,32.628900709221,0.763565584701312,0,0,0,8,0,23.25,13,3.25,2,4.75,0,0,0,0,0,0.75,1.5,0,0,0,3,0,0,0,0,2.25,0,0.16553498868971,0,3.85422565185518,10.0900268278749,6.3281219925994,26.0006902200091,3.62057364992455,6.5262359550588,33.9949763305679,36.5174337525776,20.4125668998708
"40","dunnigan",1994.30450361292,9,61.0431947840264,5.55990220048756,33.396903015486,0.647130072080561,0,0,0,18.25,0,18,12.5,3.25,1.75,3.75,0,0,0,0,0,0.5,2.5,0,0,0,2.75,0,0,0,0,3.5,0,3.28478938284741,0,4.97449566758125,12.1720452741804,9.4795281036831,31.2016079930293,5.84574520556633,7.38142980194805,58.2165531227057,32.7591245762135,17.9005108530011
"41","dunnigan",1987.87961835603,10,60.4761904761904,5.59476190476167,33.929047619048,0.672334463062634,0,0,0,2.25,0,22.5,11,4.75,3.25,5.75,0,0,0,0,0,0.5,2,0,0,0,3,0,0,0,0,2,0,2.01382113574514,0,2.49691344423701,7.41567050981911,5.56407863094298,19.3998511866659,2.27235946814329,3.86926526354355,36.3966903829286,26.0032135639203,13.0558283271774
"42","dunnigan",1980.73365971321,11,60.0772200772203,4.74115830115819,35.1816216216215,0.672334463062634,0,0,0,11.5,0,18.75,10,4,7.25,3.5,0,0,0,0,0,0.5,2.25,0,0,0,2.25,0,0,0,0,2,0,2.01382113574514,0,2.49691344423701,7.41567050981911,5.56407863094298,19.3998511866659,2.27235946814329,3.86926526354355,36.3966903829286,26.0032135639203,13.0558283271774
"43","dunnigan",1972.89015066958,12,59.5273264401777,4.87045790251018,35.6022156573121,0.490982930332071,0,0,0,8.25,0,23.75,12.25,3.5,2.75,4.5,0,0,0,0,0,0.75,2.5,0,0,0,2.75,0,0,0,0,1.75,0,2.24081987079421,0,3.95541659989672,11.069281812611,8.29058118283526,26.8510858075795,5.17911028013836,7.66662129585156,66.3891831776693,38.4485329818815,24.0161123246021
"44","dunnigan",1963.89882404707,13,58.8486140724948,4.84861407249483,36.3027718550103,0.490982930332071,0,0,0,9.25,0,18.25,13.25,6,6,5.25,0,0,0,0,0,0.75,1,0,0,0,2.5,0,0,0,0,2.75,0,2.24081987079421,0,3.95541659989672,11.069281812611,8.29058118283526,26.8510858075795,5.17911028013836,7.66662129585156,66.3891831776693,38.4485329818815,24.0161123246021
"45","dunnigan",1954.25085342768,14,58.2002902757615,4.95065312046462,36.8490566037739,0.289294626909916,0,0,0,8,0,22.5,10.5,4.25,5,4,0,0,0,0,0,0.5,1.25,0,0,0,2.25,0,0,0,0,1,0,1.56009648967987,0,3.31187097459905,9.31028314490765,7.35682790566771,23.4792045753358,3.8632267559873,4.43063924643726,36.1183965529948,21.7570069017958,5.56826242850269
"46","dunnigan",1944.08870532587,15,58.8363636363638,4.46530909090899,36.6983272727273,0.289294626909916,0,0,0,8,0,22.5,10.5,4.25,5,4,0,0,0,0,0,0.5,1.25,0,0,0,2.25,0,0,0,0,1,0,1.56009648967987,0,3.31187097459905,9.31028314490765,7.35682790566771,23.4792045753358,3.8632267559873,4.43063924643726,36.1183965529948,21.7570069017958,5.56826242850269
"47","dunnigan",1933.0477418946,16,61.7760617760618,4.21436293436247,34.0095752895758,0.307182318226783,0,0,0,8.5,0,20,13.5,6.25,2,2.25,0,0,0,0,0,0.25,2.25,0,0,0,2.5,0,0,0,0,3.5,0,0.84142815198199,0,3.589060449852,9.90701387460863,7.29693038395489,23.3079990770734,0.300926107096257,6.18904566946719,43.3674653427492,25.1283906866142,9.38696903956411
"48","dunnigan",1921.80299071694,17,63.3569739952719,4.47990543735295,32.1631205673752,0.307182318226783,0,0,0,8.5,0,20,13.5,6.25,2,2.25,0,0,0,0,0,0.25,2.25,0,0,0,2.5,0,0,0,0,3.5,0,0.84142815198199,0,3.589060449852,9.90701387460863,7.29693038395489,23.3079990770734,0.300926107096257,6.18904566946719,43.3674653427492,25.1283906866142,9.38696903956411
"49","dunnigan",1911.02947937592,18,65.0855365474339,3.89020217729428,31.0242612752718,0.334260611289956,0,0,0,2,0,23,11.75,6,3,4,0,0,0,0,0,1,2.25,0,0,0,3.5,0,0,0,0,2.75,0,1.28579685058291,0,3.10863570449284,6.95084813483527,4.71713785543832,17.7806496477584,2.72938773227997,4.42652546318204,31.6630756108256,19.6658629329986,12.3623794626663
"50","dunnigan",1900.839665356,19,66.7731629392974,3.45095846645369,29.775878594249,0.334260611289956,0,0,0,2,0,23,11.75,6,3,4,0,0,0,0,0,1,2.25,0,0,0,3.5,0,0,0,0,2.75,0,1.28579685058291,0,3.10863570449284,6.95084813483527,4.71713785543832,17.7806496477584,2.72938773227997,4.42652546318204,31.6630756108256,19.6658629329986,12.3623794626663
"51","dunnigan",1890.83672847281,20,68.9165186500888,3.23126110124297,27.8522202486682,0.312926311116269,0,0,0,4.75,0,16.25,13,4.5,3.75,3.25,0,0,0,0,0,0.5,2.5,0,0,0,3.5,0,0,0,0,3.5,0,0.456711110394913,0,2.69444640303205,5.64100615455227,4.31028508613205,14.6236680137518,1.64182456482668,3.10735211198245,2.0514388501555,9.53418555264266,5.30462787170348
"52","dunnigan",1880.93177980614,21,69.1402714932131,4.11583710407194,26.743891402715,0.312926311116269,0,0,0,4.75,0,16.25,13,4.5,3.75,3.25,0,0,0,0,0,0.5,2.5,0,0,0,3.5,0,0,0,0,3.5,0,0.456711110394913,0,2.69444640303205,5.64100615455227,4.31028508613205,14.6236680137518,1.64182456482668,3.10735211198245,2.0514388501555,9.53418555264266,5.30462787170348
"53","dunnigan",1871.03593043578,22,70.4331450094164,3.64011299434943,25.9267419962342,0.301009865142986,0,0,0,6.25,0,18.5,11.25,4,6,4.25,0,0,0,0,0,1,1.75,0,0,0,2.75,0,0,0,0,3,0,0.474400791831227,0,1.95690769978753,4.07444821149587,3.25712872333227,10.2020275374838,0.958366030661703,2.73800530909261,17.9132612903114,8.83321896149654,5.43482206200993
"54","dunnigan",1861.1668310853,23,70.8947885939034,3.80117994100402,25.3040314650926,0.301009865142986,0,0,0,6.25,0,18.5,11.25,4,6,4.25,0,0,0,0,0,1,1.75,0,0,0,2.75,0,0,0,0,3,0,0.474400791831227,0,1.95690769978753,4.07444821149587,3.25712872333227,10.2020275374838,0.958366030661703,2.73800530909261,17.9132612903114,8.83321896149654,5.43482206200993
"55","dunnigan",1851.38879258603,24,71.057884231537,3.85808383233641,25.0840319361266,0.270986354776216,0,0,0,7.5,0,21.25,10.5,5.5,1.75,4.25,0,0,0,0,0,0.75,1.25,0,0,0,2,0,0,0,0,3.25,0,0,0,2.03234078918834,2.94119562516091,2.61896076615684,11.8348932881509,0.881611705003521,2.96443566920892,15.4759460959116,12.0492269436792,9.10344055634316
"56","dunnigan",1841.68291617936,25,71.0710710710709,3.64204204204165,25.2868868868875,0.270986354776216,0,0,0,7.5,0,21.25,10.5,5.5,1.75,4.25,0,0,0,0,0,0.75,1.25,0,0,0,2,0,0,0,0,3.25,0,0,0,2.03234078918834,2.94119562516091,2.61896076615684,11.8348932881509,0.881611705003521,2.96443566920892,15.4759460959116,12.0492269436792,9.10344055634316
"57","dunnigan",1832.02715894799,26,71.1864406779668,3.62751744765664,25.1860418743766,0.192544020798908,0,0,0,7.5,0,21.25,10.5,5.5,1.75,4.25,0,0,0,0,0,0.75,1.25,0,0,0,2,0,0,0,0,3.25,0,0,0,2.03234078918834,2.94119562516091,2.61896076615684,11.8348932881509,0.881611705003521,2.96443566920892,15.4759460959116,12.0492269436792,9.10344055634316
"58","etwin",2020.53903562697,2,59.900990099011,6.75445544554381,33.3445544554452,1.7765,0,19.75,59.5,1.5,0.5,0,0,0,0,0,10.25,1.25,0,0.75,0.25,0,0,0,0.75,0.75,0.25,0,0,0.75,0.25,0,0,3.95160040284884,2.21260710827379,9.43186280466345,11.9687677775662,8.36299285925908,22.2456349177883,1.84558005584122,3.84932523224345,15.023655547165,41.2232293750471,25.2885041635842
"59","etwin",2020.4443440422,3,57.6619273301742,7.18483412322197,35.1532385466039,1.7765,0,19.75,59.5,1.5,0.5,0,0,0,0,0,10.25,1.25,0,0.75,0.25,0,0,0,0.75,0.75,0.25,0,0,0.75,0.25,0,0,3.95160040284884,2.21260710827379,9.43186280466345,11.9687677775662,8.36299285925908,22.2456349177883,1.84558005584122,3.84932523224345,15.023655547165,41.2232293750471,25.2885041635842
"60","etwin",2020.25808010764,4,57.2033898305092,7.3872881355931,35.4093220338977,1.7765,0,19.75,59.5,1.5,0.5,0,0,0,0,0,10.25,1.25,0,0.75,0.25,0,0,0,0.75,0.75,0.25,0,0,0.75,0.25,0,0,3.95160040284884,2.21260710827379,9.43186280466345,11.9687677775662,8.36299285925908,22.2456349177883,1.84558005584122,3.84932523224345,15.023655547165,41.2232293750471,25.2885041635842
"61","etwin",2019.98008545687,5,58.7345254470424,7.50701513067315,33.7584594222844,1.7765,0,19.75,59.5,1.5,0.5,0,0,0,0,0,10.25,1.25,0,0.75,0.25,0,0,0,0.75,0.75,0.25,0,0,0.75,0.25,0,0,3.95160040284884,2.21260710827379,9.43186280466345,11.9687677775662,8.36299285925908,22.2456349177883,1.84558005584122,3.84932523224345,15.023655547165,41.2232293750471,25.2885041635842
"62","etwin",2019.61020172349,6,59.0785907859071,6.77886178861848,34.1425474254744,1.7765,0,19.75,59.5,1.5,0.5,0,0,0,0,0,10.25,1.25,0,0.75,0.25,0,0,0,0.75,0.75,0.25,0,0,0.75,0.25,0,0,3.95160040284884,2.21260710827379,9.43186280466345,11.9687677775662,8.36299285925908,22.2456349177883,1.84558005584122,3.84932523224345,15.023655547165,41.2232293750471,25.2885041635842
"63","etwin",2019.14827054107,7,59.3790426908151,7.9428201811124,32.6781371280725,1.7765,0,19.75,59.5,1.5,0.5,0,0,0,0,0,10.25,1.25,0,0.75,0.25,0,0,0,0.75,0.75,0.25,0,0,0.75,0.25,0,0,3.95160040284884,2.21260710827379,9.43186280466345,11.9687677775662,8.36299285925908,22.2456349177883,1.84558005584122,3.84932523224345,15.023655547165,41.2232293750471,25.2885041635842
