"","lake","year_loess","depth","ast_formosa","aul_ambigua","sta_venter","tab_flocculosa","pse_elliptica","nav_cryptocephala","nit_perminuta","pin_subanglica","pse_brevistriata","sel_auldrekie","fra_crotonensis","sta_construens","aul_granulata","aul_subarctica","lin_intermedia","tab_fenestrata","ach_minutissimum","fra_mesolepta","sel_nigri","sta_pinnata","sel_saugerresii","dis_pseudostelligera","aul_tenella","pse_brevistriata_inflata","lin_comta","pse_robusta","sed_a","sed_b","sed_c","myxo","allo","diato","lutein","cantha","echine","phaeo_b","pheo_a","b_car"
"72","etwin",2010.85366832814,16,0,23.75,50,1.75,1.5,0,0,0,0,0,5.75,7.75,0,0.25,0.25,0,0.5,0,0.75,1.25,0.25,0,0.75,1.25,0,0,0,0,0,9.14620765792808,9.25792739116814,7.84583917136237,20.0770531655178,1.89164338092827,3.12927400936075,14.0110326025007,27.823978033289,14.7900400552639
"73","etwin",2009.49640853911,17,0,23.75,50,1.75,1.5,0,0,0,0,0,5.75,7.75,0,0.25,0.25,0,0.5,0,0.75,1.25,0.25,0,0.75,1.25,0,0,0,0,0,9.14620765792808,9.25792739116814,7.84583917136237,20.0770531655178,1.89164338092827,3.12927400936075,14.0110326025007,27.823978033289,14.7900400552639
"74","etwin",2008.05318274791,18,0,18.5,56.75,1.25,0.75,0,0,0,0,0,11.5,3.75,0,0.75,0,0,0,0,1,0.75,0,0,0.25,0.75,0,0,0,3.22728627762917,2.30898825687275,7.25447178634109,12.0309083775075,8.56145911095543,21.7806239069566,2.7995201448295,2.76284913329059,20.6825421948578,22.8779634072323,10.548675766078
"75","etwin",2006.52053320129,19,0,18.5,56.75,1.25,0.75,0,0,0,0,0,11.5,3.75,0,0.75,0,0,0,0,1,0.75,0,0,0.25,0.75,0,0,0,3.22728627762917,2.30898825687275,7.25447178634109,12.0309083775075,8.56145911095543,21.7806239069566,2.7995201448295,2.76284913329059,20.6825421948578,22.8779634072323,10.548675766078
"76","etwin",2004.895002146,20,0,18.5,56.75,1.25,0.75,0,0,0,0,0,11.5,3.75,0,0.75,0,0,0,0,1,0.75,0,0,0.25,0.75,0,0,0,3.22728627762917,2.30898825687275,7.25447178634109,12.0309083775075,8.56145911095543,21.7806239069566,2.7995201448295,2.76284913329059,20.6825421948578,22.8779634072323,10.548675766078
"77","etwin",2003.17313182882,21,0,17,51.5,1.5,1.5,0,0,0,0,0,6.25,12.75,0,0.25,0,0,0.25,0,1,2,0,0,0.5,1.25,0.5,0,0,3.22728627762917,2.30898825687275,7.25447178634109,12.0309083775075,8.56145911095543,21.7806239069566,2.7995201448295,2.76284913329059,20.6825421948578,22.8779634072323,10.548675766078
"78","etwin",2001.3514644965,22,0,17,51.5,1.5,1.5,0,0,0,0,0,6.25,12.75,0,0.25,0,0,0.25,0,1,2,0,0,0.5,1.25,0.5,0,0,0.454448861105579,0.696111389704766,11.8264778158486,6.19334388795144,7.96533152168722,18.4665234642569,3.41754760099608,3.34424565673801,15.8808355488821,32.0891723703055,18.0936018506224
"79","etwin",1999.42654239581,23,0,17,51.5,1.5,1.5,0,0,0,0,0,6.25,12.75,0,0.25,0,0,0.25,0,1,2,0,0,0.5,1.25,0.5,0,0,0.454448861105579,0.696111389704766,11.8264778158486,6.19334388795144,7.96533152168722,18.4665234642569,3.41754760099608,3.34424565673801,15.8808355488821,32.0891723703055,18.0936018506224
"80","etwin",1997.39490777349,24,0,22.5,47.5,0.25,0.75,0,0,0,0,0,8,11.75,0,0,0.5,0,0.5,0,1.25,2,0.25,0,0,1,0.25,0,0,37133.8932712338,0.887887909101365,11.7264604490149,9.01892455786739,11.3077963261013,24.6476783035399,3.0809658236944,3.84090950399374,18.6894248236316,41.1319254602771,23.4166876821627
"81","etwin",1995.25310287631,25,0,22.5,47.5,0.25,0.75,0,0,0,0,0,8,11.75,0,0,0.5,0,0.5,0,1.25,2,0.25,0,0,1,0.25,0,0,37133.8932712338,0.887887909101365,11.7264604490149,9.01892455786739,11.3077963261013,24.6476783035399,3.0809658236944,3.84090950399374,18.6894248236316,41.1319254602771,23.4166876821627
"82","etwin",1992.99766995103,26,0,29,39.75,0.75,3.25,0,0,0,0,0,3.75,15.5,0,0.5,0,0,0.25,0,1,2.5,0,0,0.25,1.25,0,0,0,0,0,12.2207377031733,7.61374241812486,10.4591906586776,22.7582076116495,2.6540463604238,3.87615079845786,33.6607394993162,44.4233802385011,19.2810607849411
"83","etwin",1990.63068016138,27,0,29,39.75,0.75,3.25,0,0,0,0,0,3.75,15.5,0,0.5,0,0,0.25,0,1,2.5,0,0,0.25,1.25,0,0,0,0,0,12.2207377031733,7.61374241812486,10.4591906586776,22.7582076116495,2.6540463604238,3.87615079845786,33.6607394993162,44.4233802385011,19.2810607849411
"84","etwin",1988.15618878115,28,0,22.5,37,0.25,3,0,0,0,0,0,3.25,22.5,0,0.5,0.25,0,0,0,0.75,3.25,0,0,0,1.25,0.25,0,0,0.664087980027111,0,12.1822006136361,10.2899709258913,10.45822634954,26.3247204278489,2.94875612959894,4.56456068165582,46.2573483646289,66.3734097203863,26.4949572391526
"85","etwin",1985.5737142222,29,0,22.5,37,0.25,3,0,0,0,0,0,3.25,22.5,0,0.5,0.25,0,0,0,0.75,3.25,0,0,0,1.25,0.25,0,0,0.664087980027111,0,12.1822006136361,10.2899709258913,10.45822634954,26.3247204278489,2.94875612959894,4.56456068165582,46.2573483646289,66.3734097203863,26.4949572391526
"86","etwin",1982.88277489639,30,0,21,41,0,3.5,0,0,0,0,0,0,25.25,0,0.5,0.25,0,0.5,0,1.25,1.5,0.25,0,0.75,1.25,0,0,0,0.899036236583927,0.550984329514424,5.83895090064343,7.95073763949125,8.01406713546426,21.0681840621681,2.3080366602922,2.83346231689109,19.2338805807345,25.8772570456821,10.1429612264266
"87","etwin",1980.08288921558,31,0,21,41,0,3.5,0,0,0,0,0,0,25.25,0,0.5,0.25,0,0.5,0,1.25,1.5,0.25,0,0.75,1.25,0,0,0,0.899036236583927,0.550984329514424,5.83895090064343,7.95073763949125,8.01406713546426,21.0681840621681,2.3080366602922,2.83346231689109,19.2338805807345,25.8772570456821,10.1429612264266
"88","etwin",1977.17357559163,32,0,41.75,25,0,6,0,0,0,0,0,0,16.75,0,0.5,0,0,0.25,0,1,2,0,0,0.75,1.25,0,0,0,0,0,9.84056881121078,8.57215008744445,8.00968588412014,20.3403545742979,2.26612224284535,4.52056136344291,13.1556830706354,17.934067796006,6.20278282253169
"89","etwin",1974.1543524364,33,0,41.75,25,0,6,0,0,0,0,0,0,16.75,0,0.5,0,0,0.25,0,1,2,0,0,0.75,1.25,0,0,0,0,0,9.84056881121078,8.57215008744445,8.00968588412014,20.3403545742979,2.26612224284535,4.52056136344291,13.1556830706354,17.934067796006,6.20278282253169
"90","etwin",1971.02473816175,34,0,37,31.75,0,3.75,0,0,0,0,0,1,17.25,0,0.75,0,0,0.5,0,0.5,2,0,0,0,0.75,0,0,0,0,0,11.6159288438409,8.73880117775617,10.3479261132369,24.267135724176,2.68958618492177,4.28777345501544,20.2810232894038,44.3964183392647,22.5900496583439
"91","etwin",1967.78425117954,35,0,37,31.75,0,3.75,0,0,0,0,0,1,17.25,0,0.75,0,0,0.5,0,0.5,2,0,0,0,0.75,0,0,0,0,0,11.6159288438409,8.73880117775617,10.3479261132369,24.267135724176,2.68958618492177,4.28777345501544,20.2810232894038,44.3964183392647,22.5900496583439
"92","etwin",1964.33707034259,36,0,37,31.75,0,3.75,0,0,0,0,0,1,17.25,0,0.75,0,0,0.5,0,0.5,2,0,0,0,0.75,0,0,0,0,0,11.6159288438409,8.73880117775617,10.3479261132369,24.267135724176,2.68958618492177,4.28777345501544,20.2810232894038,44.3964183392647,22.5900496583439
"93","etwin",1960.63876032325,37,0,23.75,33,0.25,6.75,0,0,0,0,0,0.25,24.75,0,0.75,0,0,0,0,0.75,1.75,0.75,0,0.75,1.25,0,0,0,0,0,11.6159288438409,8.73880117775617,10.3479261132369,24.267135724176,2.68958618492177,4.28777345501544,20.2810232894038,44.3964183392647,22.5900496583439
"94","etwin",1956.76591826269,38,0,23.75,33,0.25,6.75,0,0,0,0,0,0.25,24.75,0,0.75,0,0,0,0,0.75,1.75,0.75,0,0.75,1.25,0,0,0,0,0,8.96958522947441,8.74335504654518,8.95209956801918,24.0593353046379,2.77286952007298,4.82733110678589,22.8308112725831,31.8869832832169,13.6549488777904
"95","etwin",1952.79514130207,39,0,23.75,33,0.25,6.75,0,0,0,0,0,0.25,24.75,0,0.75,0,0,0,0,0.75,1.75,0.75,0,0.75,1.25,0,0,0,0,0,8.96958522947441,8.74335504654518,8.95209956801918,24.0593353046379,2.77286952007298,4.82733110678589,22.8308112725831,31.8869832832169,13.6549488777904
"96","etwin",1948.80302658254,40,0,23.75,33,0.25,6.75,0,0,0,0,0,0.25,24.75,0,0.75,0,0,0,0,0.75,1.75,0.75,0,0.75,1.25,0,0,0,0,0,8.96958522947441,8.74335504654518,8.95209956801918,24.0593353046379,2.77286952007298,4.82733110678589,22.8308112725831,31.8869832832169,13.6549488777904
"97","etwin",1944.86617124527,41,0,23.75,33,0.25,6.75,0,0,0,0,0,0.25,24.75,0,0.75,0,0,0,0,0.75,1.75,0.75,0,0.75,1.25,0,0,0,0,0,8.96958522947441,8.74335504654518,8.95209956801918,24.0593353046379,2.77286952007298,4.82733110678589,22.8308112725831,31.8869832832169,13.6549488777904
"98","etwin",1940.91740327153,42,0,42.5,13.25,0.5,6.25,0,0,0,0,0,0,25.5,0,0.75,0,0,0.5,0,1.25,2,0,0,0.25,1,0,0,0,0,0,7.38600497360688,8.14875833637261,7.87641477375946,20.5102224118047,2.50680657665726,3.47154363714557,18.7680191496342,35.6835706338031,20.8656089196019
"99","etwin",1936.84916404855,43,0,42.5,13.25,0.5,6.25,0,0,0,0,0,0,25.5,0,0.75,0,0,0.5,0,1.25,2,0,0,0.25,1,0,0,0,0,0,7.38600497360688,8.14875833637261,7.87641477375946,20.5102224118047,2.50680657665726,3.47154363714557,18.7680191496342,35.6835706338031,20.8656089196019
"100","etwin",1932.67747082648,44,0,42.5,13.25,0.5,6.25,0,0,0,0,0,0,25.5,0,0.75,0,0,0.5,0,1.25,2,0,0,0.25,1,0,0,0,0,0,7.38600497360688,8.14875833637261,7.87641477375946,20.5102224118047,2.50680657665726,3.47154363714557,18.7680191496342,35.6835706338031,20.8656089196019
"101","etwin",1928.41834085546,45,0,42.5,13.25,0.5,6.25,0,0,0,0,0,0,25.5,0,0.75,0,0,0.5,0,1.25,2,0,0,0.25,1,0,0,0,0,0,7.38600497360688,8.14875833637261,7.87641477375946,20.5102224118047,2.50680657665726,3.47154363714557,18.7680191496342,35.6835706338031,20.8656089196019
"102","etwin",1924.08779138563,46,0,42.5,13.25,0.5,6.25,0,0,0,0,0,0,25.5,0,0.75,0,0,0.5,0,1.25,2,0,0,0.25,1,0,0,0,0,0,10.607948310681,6.29414133925903,7.29303447730277,16.4034155993549,1.99362010139786,2.31718937452801,12.6305775584409,15.5904011905597,6.8673944932361
"103","etwin",1919.70183966713,47,0,52,10.5,0,4,0,0,0,0,0,0.25,22.75,0,0.75,0,0,0,0,0.75,2.25,0.25,0,0.75,1,0,0,0,0,0,10.607948310681,6.29414133925903,7.29303447730277,16.4034155993549,1.99362010139786,2.31718937452801,12.6305775584409,15.5904011905597,6.8673944932361
"104","etwin",1915.2765029501,48,0,52,10.5,0,4,0,0,0,0,0,0.25,22.75,0,0.75,0,0,0,0,0.75,2.25,0.25,0,0.75,1,0,0,0,0,0,10.607948310681,6.29414133925903,7.29303447730277,16.4034155993549,1.99362010139786,2.31718937452801,12.6305775584409,15.5904011905597,6.8673944932361
"105","etwin",1910.82779848469,49,0,52,10.5,0,4,0,0,0,0,0,0.25,22.75,0,0.75,0,0,0,0,0.75,2.25,0.25,0,0.75,1,0,0,0,0,0,10.607948310681,6.29414133925903,7.29303447730277,16.4034155993549,1.99362010139786,2.31718937452801,12.6305775584409,15.5904011905597,6.8673944932361
"106","etwin",1906.37174352103,50,0,52,10.5,0,4,0,0,0,0,0,0.25,22.75,0,0.75,0,0,0,0,0.75,2.25,0.25,0,0.75,1,0,0,0,0,0,10.607948310681,6.29414133925903,7.29303447730277,16.4034155993549,1.99362010139786,2.31718937452801,12.6305775584409,15.5904011905597,6.8673944932361
"107","etwin",1901.89495506198,51,0,53,5.25,0,3.75,0,0,0,0,0,0.25,23.5,0,0.25,0.25,0,0.25,0,1.5,1.5,1.25,0,0.5,0.75,0.25,0,0,0,0,10.607948310681,6.29414133925903,7.29303447730277,16.4034155993549,1.99362010139786,2.31718937452801,12.6305775584409,15.5904011905597,6.8673944932361
"108","etwin",1897.37166518548,52,0,53,5.25,0,3.75,0,0,0,0,0,0.25,23.5,0,0.25,0.25,0,0.25,0,1.5,1.5,1.25,0,0.5,0.75,0.25,0,0,0,0,6.15579633691561,8.49418592993178,7.53928743511363,18.2479125280528,2.3318049175894,3.3818945975827,13.2339634201697,26.7319598318045,16.2577397394946
"109","etwin",1892.79931375432,53,0,53,5.25,0,3.75,0,0,0,0,0,0.25,23.5,0,0.25,0.25,0,0.25,0,1.5,1.5,1.25,0,0.5,0.75,0.25,0,0,0,0,6.15579633691561,8.49418592993178,7.53928743511363,18.2479125280528,2.3318049175894,3.3818945975827,13.2339634201697,26.7319598318045,16.2577397394946
"110","etwin",1888.17534063127,54,0,53,5.25,0,3.75,0,0,0,0,0,0.25,23.5,0,0.25,0.25,0,0.25,0,1.5,1.5,1.25,0,0.5,0.75,0.25,0,0,0,0,6.15579633691561,8.49418592993178,7.53928743511363,18.2479125280528,2.3318049175894,3.3818945975827,13.2339634201697,26.7319598318045,16.2577397394946
"111","etwin",1883.49718567912,55,0,51,7.75,0,4.25,0,0,0,0,0,0,25.75,0,0.75,0.25,0,0.5,0,1,2,0.75,0,0.5,1,0,0,0,0,0,6.15579633691561,8.49418592993178,7.53928743511363,18.2479125280528,2.3318049175894,3.3818945975827,13.2339634201697,26.7319598318045,16.2577397394946
"112","etwin",1878.76228876064,56,0,51,7.75,0,4.25,0,0,0,0,0,0,25.75,0,0.75,0.25,0,0.5,0,1,2,0.75,0,0.5,1,0,0,0,0,0,7.59170605997989,10.3855764924235,7.50094130196893,21.0708614619466,2.53448316568239,2.95248681503346,19.9632092133394,22.8718480491009,8.55501903221198
"113","etwin",1873.96808973862,57,0,51,7.75,0,4.25,0,0,0,0,0,0,25.75,0,0.75,0.25,0,0.5,0,1,2,0.75,0,0.5,1,0,0,0,0,0,7.59170605997989,10.3855764924235,7.50094130196893,21.0708614619466,2.53448316568239,2.95248681503346,19.9632092133394,22.8718480491009,8.55501903221198
"114","etwin",1869.11202847583,58,0,51,7.75,0,4.25,0,0,0,0,0,0,25.75,0,0.75,0.25,0,0.5,0,1,2,0.75,0,0.5,1,0,0,0,0,0,7.59170605997989,10.3855764924235,7.50094130196893,21.0708614619466,2.53448316568239,2.95248681503346,19.9632092133394,22.8718480491009,8.55501903221198
"115","etwin",1864.19154483507,59,0,51,7.75,0,4.25,0,0,0,0,0,0,25.75,0,0.75,0.25,0,0.5,0,1,2,0.75,0,0.5,1,0,0,0,0,0,7.59170605997989,10.3855764924235,7.50094130196893,21.0708614619466,2.53448316568239,2.95248681503346,19.9632092133394,22.8718480491009,8.55501903221198
"116","etwin",1859.2040786791,60,0,51,7.75,0,4.25,0,0,0,0,0,0,25.75,0,0.75,0.25,0,0.5,0,1,2,0.75,0,0.5,1,0,0,0,0,0,7.59170605997989,10.3855764924235,7.50094130196893,21.0708614619466,2.53448316568239,2.95248681503346,19.9632092133394,22.8718480491009,8.55501903221198
"117","etwin",1854.14706987072,61,0,51,7.75,0,4.25,0,0,0,0,0,0,25.75,0,0.75,0.25,0,0.5,0,1,2,0.75,0,0.5,1,0,0,0,0,0,7.59170605997989,10.3855764924235,7.50094130196893,21.0708614619466,2.53448316568239,2.95248681503346,19.9632092133394,22.8718480491009,8.55501903221198
"118","etwin",1849.02840641311,62,0,51,7.75,0,4.25,0,0,0,0,0,0,25.75,0,0.75,0.25,0,0.5,0,1,2,0.75,0,0.5,1,0,0,0,0,0,7.59170605997989,10.3855764924235,7.50094130196893,21.0708614619466,2.53448316568239,2.95248681503346,19.9632092133394,22.8718480491009,8.55501903221198
"119","etwin",1843.85568756907,63,0,51,7.75,0,4.25,0,0,0,0,0,0,25.75,0,0.75,0.25,0,0.5,0,1,2,0.75,0,0.5,1,0,0,0,0,0,7.59170605997989,10.3855764924235,7.50094130196893,21.0708614619466,2.53448316568239,2.95248681503346,19.9632092133394,22.8718480491009,8.55501903221198
"120","etwin",1838.62592009076,64,0,51,7.75,0,4.25,0,0,0,0,0,0,25.75,0,0.75,0.25,0,0.5,0,1,2,0.75,0,0.5,1,0,0,0,0,0,7.59170605997989,10.3855764924235,7.50094130196893,21.0708614619466,2.53448316568239,2.95248681503346,19.9632092133394,22.8718480491009,8.55501903221198
"121","etwin",1833.33611073037,65,0,51,7.75,0,4.25,0,0,0,0,0,0,25.75,0,0.75,0.25,0,0.5,0,1,2,0.75,0,0.5,1,0,0,0,0,0,7.59170605997989,10.3855764924235,7.50094130196893,21.0708614619466,2.53448316568239,2.95248681503346,19.9632092133394,22.8718480491009,8.55501903221198
"122","etwin",1827.98326624005,66,0,51,7.75,0,4.25,0,0,0,0,0,0,25.75,0,0.75,0.25,0,0.5,0,1,2,0.75,0,0.5,1,0,0,0,0,0,7.59170605997989,10.3855764924235,7.50094130196893,21.0708614619466,2.53448316568239,2.95248681503346,19.9632092133394,22.8718480491009,8.55501903221198
"123","etwin",1822.564393372,67,0,51,7.75,0,4.25,0,0,0,0,0,0,25.75,0,0.75,0.25,0,0.5,0,1,2,0.75,0,0.5,1,0,0,0,0,0,7.59170605997989,10.3855764924235,7.50094130196893,21.0708614619466,2.53448316568239,2.95248681503346,19.9632092133394,22.8718480491009,8.55501903221198
"124","etwin",1817.07649887837,68,0,51,7.75,0,4.25,0,0,0,0,0,0,25.75,0,0.75,0.25,0,0.5,0,1,2,0.75,0,0.5,1,0,0,0,0,0,7.59170605997989,10.3855764924235,7.50094130196893,21.0708614619466,2.53448316568239,2.95248681503346,19.9632092133394,22.8718480491009,8.55501903221198
"125","etwin",1811.51726219863,69,0,51,7.75,0,4.25,0,0,0,0,0,0,25.75,0,0.75,0.25,0,0.5,0,1,2,0.75,0,0.5,1,0,0,0,0,0,7.59170605997989,10.3855764924235,7.50094130196893,21.0708614619466,2.53448316568239,2.95248681503346,19.9632092133394,22.8718480491009,8.55501903221198
"126","etwin",1805.8892958735,70,0,51,7.75,0,4.25,0,0,0,0,0,0,25.75,0,0.75,0.25,0,0.5,0,1,2,0.75,0,0.5,1,0,0,0,0,0,7.59170605997989,10.3855764924235,7.50094130196893,21.0708614619466,2.53448316568239,2.95248681503346,19.9632092133394,22.8718480491009,8.55501903221198
"127","etwin",1800.19700630706,71,0,51,7.75,0,4.25,0,0,0,0,0,0,25.75,0,0.75,0.25,0,0.5,0,1,2,0.75,0,0.5,1,0,0,0,0,0,7.59170605997989,10.3855764924235,7.50094130196893,21.0708614619466,2.53448316568239,2.95248681503346,19.9632092133394,22.8718480491009,8.55501903221198
"128","etwin",1794.4447999034,72,0,51,7.75,0,4.25,0,0,0,0,0,0,25.75,0,0.75,0.25,0,0.5,0,1,2,0.75,0,0.5,1,0,0,0,0,0,7.59170605997989,10.3855764924235,7.50094130196893,21.0708614619466,2.53448316568239,2.95248681503346,19.9632092133394,22.8718480491009,8.55501903221198
"129","elbow",2018.30048530253,2,14,12,4.25,5,1.25,0,0,0,0,0,7,0,7,11.75,5.25,1.25,4,0,1.5,2,2.25,0,0,0.75,0,0,0,0.2771704550194,0,7.70445864477726,10.029929048865,9.27726683608557,8.94092729702356,5.23934150057449,2.18607866601672,36.4337366118399,31.738512330397,9.04904118762926
"130","elbow",2015.61921617665,3,14,12,4.25,5,1.25,0,0,0,0,0,7,0,7,11.75,5.25,1.25,4,0,1.5,2,2.25,0,0,0.75,0,0,0,0,0,6.76285250837933,7.83579154786089,8.73800315309235,7.69287962762607,4.63459169516746,1.94355126628779,35.8162628356107,19.8642938719991,5.05096550395929
"131","elbow",2012.70722993108,4,4,21.25,4.5,0,0.25,0,0,0,0,0,12,1,9.75,9.75,6,6,4,0,1,0,0.5,0,0,0,0,0,0,0,0,9.88955273361087,8.90215013834157,10.0340331799157,8.48450038917403,5.75539148887759,2.2961384110202,29.9606431743881,31.7892249586131,0.749538904902692
"132","elbow",2009.57662964261,5,4,21.25,4.5,0,0.25,0,0,0,0,0,12,1,9.75,9.75,6,6,4,0,1,0,0.5,0,0,0,0,0,0,0,0,9.88955273361087,8.90215013834157,10.0340331799157,8.48450038917403,5.75539148887759,2.2961384110202,29.9606431743881,31.7892249586131,0.749538904902692
"133","elbow",2006.20709609546,6,4.5,28.25,18.5,0,0.75,0,0,0,0.25,0,2.75,0.25,10.5,16.25,1.5,7.75,4.25,0,0.5,0,0.25,0,0,0,0,0,0,0.943510068560986,0,4.5831679016154,7.70469533046519,8.39289081357117,7.47524750277445,5.43953358609596,1.72350737953533,42.098527093704,20.5540736408815,5.42467317354894
"134","elbow",2002.60276036795,7,4.5,28.25,18.5,0,0.75,0,0,0,0.25,0,2.75,0.25,10.5,16.25,1.5,7.75,4.25,0,0.5,0,0.25,0,0,0,0,0,0,0.943510068560986,0,4.5831679016154,7.70469533046519,8.39289081357117,7.47524750277445,5.43953358609596,1.72350737953533,42.098527093704,20.5540736408815,5.42467317354894
"135","elbow",1998.77142276648,8,2.75,24.25,24.5,0.25,0,0,0,0,0.5,0,0,0,14,15.75,1,7.75,4.75,0,1,0,0.75,0,0,0.75,0,0,0,0.64678826225685,0,6.80935831912975,7.0269238647131,8.89171955318375,7.75926625949098,3.96671439379152,2.33334166648572,33.3082366576793,20.9248023037547,4.47629876505989
"136","elbow",1994.6929699258,9,2.75,24.25,24.5,0.25,0,0,0,0,0.5,0,0,0,14,15.75,1,7.75,4.75,0,1,0,0.75,0,0,0.75,0,0,0,0.64678826225685,0,6.80935831912975,7.0269238647131,8.89171955318375,7.75926625949098,3.96671439379152,2.33334166648572,33.3082366576793,20.9248023037547,4.47629876505989
"137","elbow",1990.34728848064,10,1.75,22.75,27.75,0,0.25,0,0,0,0.25,0,0,0.75,13,17.75,1.25,7.25,1.75,0,1,0,0.5,0,0,0.5,0,0,0,0,0,5.86957224370074,6.2853261179902,8.52054340868399,7.46829761137542,4.2228102477496,1.74362549644022,36.682258395588,21.2081189052779,6.05047147926796
"138","elbow",1985.73854706634,11,1.75,22.75,27.75,0,0.25,0,0,0,0.25,0,0,0.75,13,17.75,1.25,7.25,1.75,0,1,0,0.5,0,0,0.5,0,0,0,0,0,5.86957224370074,6.2853261179902,8.52054340868399,7.46829761137542,4.2228102477496,1.74362549644022,36.682258395588,21.2081189052779,6.05047147926796
"139","elbow",1980.8800528962,12,2.5,26.75,25,0,0,0,0,0,0,0,0,1.5,14,13.5,1,8.5,2.75,0,0,0,1,0,0,0.5,0,0,0,0,0,7.39598634379384,3.60781274798409,7.1221445747647,6.46016270548134,2.48277212989855,1.75124426479004,41.8276583984125,17.9637347932901,3.8621181260368
"140","elbow",1975.76540047187,13,1.5,24,23,1.5,0.5,0,0,0,0.75,0,0,2.25,13.75,14.5,1.25,6.5,4,0,0.5,0,0.25,0,0,0,0,0,0,0,0,7.39598634379384,3.60781274798409,7.1221445747647,6.46016270548134,2.48277212989855,1.75124426479004,41.8276583984125,17.9637347932901,3.8621181260368
"141","elbow",1970.24258384513,14,1.5,24,23,1.5,0.5,0,0,0,0.75,0,0,2.25,13.75,14.5,1.25,6.5,4,0,0.5,0,0.25,0,0,0,0,0,0,0,0,7.20462886866488,8.63862607740865,12.9565709129925,10.9184476204691,4.71527040251304,1.89433197734898,30.6549508280271,25.2700625752289,9.37297438486606
"142","elbow",1964.31228902271,15,2.25,25.25,25.25,0.25,0.5,0,0,0,0.25,0,0,4,11.5,14.75,1.75,6.25,3.25,0,0.25,0,1.25,0,0,0,0,0,0,0,0,7.20462886866488,8.63862607740865,12.9565709129925,10.9184476204691,4.71527040251304,1.89433197734898,30.6549508280271,25.2700625752289,9.37297438486606
"143","elbow",1958.19714843872,16,2.25,25.25,25.25,0.25,0.5,0,0,0,0.25,0,0,4,11.5,14.75,1.75,6.25,3.25,0,0.25,0,1.25,0,0,0,0,0,0,0.891072320487769,0,7.73169134332124,8.33248730850417,13.8522447473086,10.8830373276969,4.14940267226628,1.75939760947343,33.2617420986794,27.0377954393463,4.82052098261026
"144","elbow",1952.11979452725,17,2,26,26,1,0.5,0,0,0,1.25,0,0.75,3.25,8,12,2,5.75,1,0,0,1,0,0,0,0,0,0,0,0.891072320487769,0,7.73169134332124,8.33248730850417,13.8522447473086,10.8830373276969,4.14940267226628,1.75939760947343,33.2617420986794,27.0377954393463,4.82052098261026
"145","elbow",1945.98673870973,18,1.5,32.75,23.25,0.5,0.75,0,0,0,1,0,0,4.75,10.75,11,2.75,4.5,3.5,0,0,0,0.25,0,0,0.25,0,0,0,1.02799999946324,0,6.65884011675707,9.53449843540327,15.4339998050773,11.5113885310826,5.34529525834534,1.64615710750513,37.4282336774649,22.4094622854089,6.82145752230877
"146","elbow",1939.68846599422,19,1.5,32.75,23.25,0.5,0.75,0,0,0,1,0,0,4.75,10.75,11,2.75,4.5,3.5,0,0,0,0.25,0,0,0.25,0,0,0,1.02799999946324,0,6.65884011675707,9.53449843540327,15.4339998050773,11.5113885310826,5.34529525834534,1.64615710750513,37.4282336774649,22.4094622854089,6.82145752230877
"147","elbow",1933.42356919473,20,0,38,17.5,1,0.5,0,0,0,0.75,0,0,7,8.25,7.75,1.5,5.75,5.25,0,0.75,0,0.25,0,0,0.75,0,0,0,0,0,6.66049386442447,7.83994042405009,15.1934062869796,10.8786444401614,4.28653455814145,1.86616165900419,33.3941437222096,32.9454376050161,7.80308208016748
"148","elbow",1927.38699983326,21,0,38,17.5,1,0.5,0,0,0,0.75,0,0,7,8.25,7.75,1.5,5.75,5.25,0,0.75,0,0.25,0,0,0.75,0,0,0,0,0,6.66049386442447,7.83994042405009,15.1934062869796,10.8786444401614,4.28653455814145,1.86616165900419,33.3941437222096,32.9454376050161,7.80308208016748
"149","elbow",1921.4706677731,22,0.25,43.25,17.5,0.25,0.75,0,0,0,1.25,0,0,6.75,5.25,9,1.75,3.25,2.25,0,1,0,0.25,0,0,1.25,0,0,0,0.227130473402241,0,6.06564786379766,7.09004930378155,15.5934858668065,11.0997431089439,4.30185805069417,1.39162523526403,39.8945587211252,35.1095342301791,8.02804715921195
"150","elbow",1915.41860334019,23,0.25,43.25,17.5,0.25,0.75,0,0,0,1.25,0,0,6.75,5.25,9,1.75,3.25,2.25,0,1,0,0.25,0,0,1.25,0,0,0,0.227130473402241,0,6.06564786379766,7.09004930378155,15.5934858668065,11.0997431089439,4.30185805069417,1.39162523526403,39.8945587211252,35.1095342301791,8.02804715921195
"151","elbow",1908.9748368605,24,0.75,51.75,13.75,1.75,0.5,0,0,0,0.25,0,0,5.5,7,6.5,2.25,0,3.75,0,0,0,0.25,0,0,0.5,0,0,0,0.5765810331937,0,8.71900179742449,8.37431487020885,19.802508987476,12.7027495056052,4.6090457959652,0.535866055758408,64.1433479825339,28.3792958103395,4.98220645469635
"152","elbow",1902.16323532889,25,0.75,51.75,13.75,1.75,0.5,0,0,0,0.25,0,0,5.5,7,6.5,2.25,0,3.75,0,0,0,0.25,0,0,0.5,0,0,0,0.5765810331937,0,8.71900179742449,8.37431487020885,19.802508987476,12.7027495056052,4.6090457959652,0.535866055758408,64.1433479825339,28.3792958103395,4.98220645469635
