"","lake","year_loess","depth","ast_formosa","aul_ambigua","sta_venter","tab_flocculosa","pse_elliptica","nav_cryptocephala","nit_perminuta","pin_subanglica","pse_brevistriata","sel_auldrekie","fra_crotonensis","sta_construens","aul_granulata","aul_subarctica","lin_intermedia","tab_fenestrata","ach_minutissimum","fra_mesolepta","sel_nigri","sta_pinnata","sel_saugerresii","dis_pseudostelligera","aul_tenella","pse_brevistriata_inflata","lin_comta","pse_robusta","sed_a","sed_b","sed_c","myxo","allo","diato","lutein","cantha","echine","phaeo_b","pheo_a","b_car"
"153","elbow",1895.14744354127,26,0.75,51.75,13.75,1.75,0.5,0,0,0,0.25,0,0,5.5,7,6.5,2.25,0,3.75,0,0,0,0.25,0,0,0.5,0,0,0,0,0,9.33575769591757,10.736717126905,21.5457924543872,13.8670253978979,5.61223122749574,2.06511696281024,28.7524606074358,28.2903664452775,10.0003467574925
"154","elbow",1887.88115852515,27,0.75,51.75,13.75,1.75,0.5,0,0,0,0.25,0,0,5.5,7,6.5,2.25,0,3.75,0,0,0,0.25,0,0,0.5,0,0,0,0,0,9.33575769591757,10.736717126905,21.5457924543872,13.8670253978979,5.61223122749574,2.06511696281024,28.7524606074358,28.2903664452775,10.0003467574925
"155","elbow",1880.31807730804,28,0.75,51.75,13.75,1.75,0.5,0,0,0,0.25,0,0,5.5,7,6.5,2.25,0,3.75,0,0,0,0.25,0,0,0.5,0,0,0,0,0,9.33575769591757,10.736717126905,21.5457924543872,13.8670253978979,5.61223122749574,2.06511696281024,28.7524606074358,28.2903664452775,10.0003467574925
"156","elbow",1872.41189691744,29,1,39.75,10,2,0.5,0,0,0,0,0,0,8,5,7,3,1.25,0.75,0,1.25,1,0,1,0,2,0,0,0,0,0,9.33575769591757,10.736717126905,21.5457924543872,13.8670253978979,5.61223122749574,2.06511696281024,28.7524606074358,28.2903664452775,10.0003467574925
"157","elbow",1864.18012770037,30,1,39.75,10,2,0.5,0,0,0,0,0,0,8,5,7,3,1.25,0.75,0,1.25,1,0,1,0,2,0,0,0,1.29052763146354,0,5.76785430011861,10.6884723408347,21.3877098927264,14.3530994683362,5.52672472400101,2.1470821752709,6.83023323579435,28.9338912284802,7.77006509124698
"158","elbow",1855.66592183414,31,1,39.75,10,2,0.5,0,0,0,0,0,0,8,5,7,3,1.25,0.75,0,1.25,1,0,1,0,2,0,0,0,1.29052763146354,0,5.76785430011861,10.6884723408347,21.3877098927264,14.3530994683362,5.52672472400101,2.1470821752709,6.83023323579435,28.9338912284802,7.77006509124698
"159","elbow",1846.8614390917,32,0,48.5,12.25,2,0.25,0,0,0,1,0,0,8.75,4.25,7.5,4,2.5,2.75,0,0.5,0,0.25,0,0,0.75,0,0,0,0.870729869655023,0.935365018197939,7.93508853052428,9.61442654356013,21.2492257072587,15.2732956005783,5.44901564060969,2.10084283835657,16.6416834031661,24.4318182596049,8.13227280741843
"160","elbow",1837.75883924597,33,0,48.5,12.25,2,0.25,0,0,0,1,0,0,8.75,4.25,7.5,4,2.5,2.75,0,0.5,0,0.25,0,0,0.75,0,0,0,0.870729869655023,0.935365018197939,7.93508853052428,9.61442654356013,21.2492257072587,15.2732956005783,5.44901564060969,2.10084283835657,16.6416834031661,24.4318182596049,8.13227280741843
"161","elbow",1828.35028206991,34,0.25,52.5,13,1.25,0.75,0,0,0,0,0,0,7,4,6.75,2,0.5,3.25,0,1,0,0.25,0,0,1.5,0,0,0,0.80629130910567,0,6.93756625486151,10.3292972604174,25.2850875086029,16.7002119845401,5.7202697113014,2.34580823598109,45.7848121639786,33.4960474579609,8.39276918739136
"162","finger",2019.27979699042,2,6,11.5,15.25,4.75,2.25,0.25,0,0,0,0,0,1.25,4,0,2.5,0,0,5.25,7,6.5,4.25,1.75,0,0.75,0,0,0,0,2.035163078111,1.97659935239008,7.95947216414008,3.29345371398055,6.00128269036332,3.02163211369128,1.29309738221231,7.69880408184443,15.5554317640434,1.68755687774335
"163","finger",2016.75767741984,3,6,11.5,15.25,4.75,2.25,0.25,0,0,0,0,0,1.25,4,0,2.5,0,0,5.25,7,6.5,4.25,1.75,0,0.75,0,0,0,1.28881318229951,1.18408783060556,1.9008028423963,6.5237432956843,3.22692169948241,4.16332317343587,3.17097212022186,1.20978208700217,9.26509501589963,11.446463886634,0.732091072500374
"164","finger",2013.3719533628,4,6.75,10.25,11.75,3.25,3,0,0,0,0,0,0,1.75,5.75,0,4,0,0,6.5,5.75,7.75,5.25,2.5,0,1,0,0,0,1.13330764860046,1.02184769430711,1.79957847388588,5.68367052031952,2.78015939652222,3.50334879338872,3.04125424256638,1.11188665928979,8.09921573045601,8.84061282464812,0.405993803345377
"165","finger",2009.1013846114,5,6.75,10.25,11.75,3.25,3,0,0,0,0,0,0,1.75,5.75,0,4,0,0,6.5,5.75,7.75,5.25,2.5,0,1,0,0,0,0.644871827133042,0.560599494552155,1.55895739446766,3.44239741815853,1.59733489910839,2.28039754162902,1.6485736998297,0.673203639013132,5.56238704871661,5.11184968722145,0.419474012632766
"166","finger",2003.96060972579,6,3,12.25,18,6.25,0.5,0,0,0,0,0,0,3.5,7.25,0,3.5,0,0,5.75,6,7.5,4,3.25,0,0.75,0,0,0,0.808980670151007,0.833126375994704,1.62331114586406,4.89534320837837,2.58668265776136,3.41208984908328,2.63509177249377,0.854261358305497,6.52079385376235,6.12835776316189,0.319953401695696
"167","finger",1997.98931175807,7,3.5,15,14.5,4.5,0.5,0,0,0,0,0,0,3,6.75,0,3.75,0,0,6,6,6.25,5.75,3.75,0,1,0,0,0,0.644349492830806,0.620080687828037,1.28697275047319,3.91152107407041,1.91998627335714,2.47481299496881,1.99913791731056,0.626781806150419,6.12144030944295,5.90951760827201,0.411852624128382
"168","finger",1990.95384950059,8,3.5,15,14.5,4.5,0.5,0,0,0,0,0,0,3,6.75,0,3.75,0,0,6,6,6.25,5.75,3.75,0,1,0,0,0,0.482127969941056,0.354027619137532,2.16319397307081,3.12825561491899,1.59113123808548,2.07393967185348,1.94762187624674,0.776823832429373,7.37121732470992,6.04544520701894,0.632113741956227
"169","finger",1982.83982130321,9,2.25,13,16.75,5.25,1.5,0.25,0,0,0,0,0,2.25,3,0,3.5,0,0,5.75,9.25,5.5,8.25,5.5,0,0.25,0,0,0,0.565542096240513,0.597647540459994,1.70145550523739,3.9145800600877,2.13832377893095,2.89932869227171,2.74895453292413,1.34712354196247,8.67348393035421,6.9846360940987,0.217475572728248
"170","finger",1974.0157695542,10,2.25,13,16.75,5.25,1.5,0.25,0,0,0,0,0,2.25,3,0,3.5,0,0,5.75,9.25,5.5,8.25,5.5,0,0.25,0,0,0,0.383703872858463,0.720295972686227,1.43526947050981,3.46445919555599,1.9481870964619,2.78498262041653,1.14586888407531,0.844703009460724,6.8801038113887,6.7533733106815,0.441419716030193
"171","finger",1964.85023664187,11,4.25,15.25,17,5,0.5,0,0,0,0,0,0,2.75,4.25,0,2.75,0,0,6.5,6.5,5.75,4.25,3.25,0,0.25,0,0,0,0.383703872858463,0.720295972686227,1.43526947050981,3.46445919555599,1.9481870964619,2.78498262041653,1.14586888407531,0.844703009460724,6.8801038113887,6.7533733106815,0.441419716030193
"172","finger",1954.99299152467,12,0.75,12.25,15.75,5.5,2.75,0.25,0,0,0,0,0,4.25,5.25,0,3.25,0,0,5.25,7.25,7.25,6,2.25,0,0.25,0,0,0,0.246361271075482,0.432381538310206,2.04162852944318,3.59541593362663,2.63582809346065,3.49378522592257,2.63662507574331,1.2794692859046,1.66390676134924,5.92944675267992,0.457546789153423
"173","finger",1944.89455036725,13,3.75,12.75,17,3.75,2.5,0.25,0,0,0,0,0,2.5,4.25,0,4,0,0,5,4.25,6.25,5.75,1.75,0,1,0,0,0,0.246361271075482,0.432381538310206,2.04162852944318,3.59541593362663,2.63582809346065,3.49378522592257,2.63662507574331,1.2794692859046,1.66390676134924,5.92944675267992,0.457546789153423
"174","finger",1935.09150345991,14,2,15.25,18,4.25,2,0.25,0,0,0,0,0,1.5,5.75,0,2.75,0,0,6.25,6,9,5.25,2.25,0,0.5,0,0,0.179231487321931,0.0469637867946877,0.54117874402052,1.19066561864714,2.75356077720211,1.98590927266061,2.64745511650729,2.19871150572798,0.706020232949262,6.15081835058946,6.54721912333224,0.278384420723322
"175","finger",1925.33483570131,15,2.5,14.25,17,4.5,0.5,0.25,0,0,0,0,0,1.5,7.75,0,2.5,0,0,2.75,7,7.5,5.75,1.75,0,0.75,0,0,0.179231487321931,0.0469637867946877,0.54117874402052,1.19066561864714,2.75356077720211,1.98590927266061,2.64745511650729,2.19871150572798,0.706020232949262,6.15081835058946,6.54721912333224,0.278384420723322
"176","finger",1915.96266664365,16,3,12.75,18,4.25,2,0.25,0,0,0,0,0,3,8,0,0.75,0,0,4.75,7.5,7,6,3,0,0.25,0,0,0.240496780874973,0.0544023469428082,0.676587384791665,1.3891479020067,3.27561520587967,2.842331284848,3.79128275595175,2.64151071152394,1.12661796629824,8.84022086567597,6.98335927828471,0.536833598113373
"177","finger",1906.49877057153,17,1.75,14.75,20.25,3.75,0.75,0.25,0,0,0,0,0,3.5,8.75,0,1.75,0,0,4.25,5.5,9,5,2.75,0,0.25,0,0,0.240496780874973,0.0544023469428082,0.676587384791665,1.3891479020067,3.27561520587967,2.842331284848,3.79128275595175,2.64151071152394,1.12661796629824,8.84022086567597,6.98335927828471,0.536833598113373
"178","finger",1896.67008781538,18,1.75,15.75,17,4.5,0.5,0,0,0,0,0,0,3,8.5,0,2.5,0,0,3.25,7.75,8,6.25,2.5,0,0.5,0,0,0,0.278841137501672,0.656048508109989,1.22727192401723,2.9701889834207,2.74311365844639,3.40482527709923,1.58095242905897,0.868089138329909,5.62414866230171,4.73203808997812,0.372119735031106
"179","finger",1886.6961619118,19,1.75,15.75,17,4.5,0.5,0,0,0,0,0,0,3,8.5,0,2.5,0,0,3.25,7.75,8,6.25,2.5,0,0.5,0,0,0,0.278841137501672,0.656048508109989,1.22727192401723,2.9701889834207,2.74311365844639,3.40482527709923,1.58095242905897,0.868089138329909,5.62414866230171,4.73203808997812,0.372119735031106
"180","finger",1876.48563487879,20,4,16,17.5,5.5,1.75,0,0,0,0,0,0,3.25,6,0,1.5,0,0,3.75,6.5,6.75,5.75,2.75,0,0.25,0,0,0,0,0.44977615347554,1.6014748553597,3.21585587238158,2.91117561801759,3.78418272377316,2.01161768617206,1.17141564072106,5.90614497569588,5.44513934582532,0.599669713530643
"181","finger",1866.00111491675,21,3,16.25,18.25,5.5,1,0.25,0,0,0,0,0,2.5,7,0,1.25,0,0,3.25,7.25,8.75,4.75,2.25,0,0.75,0,0,0,0,0.44977615347554,1.6014748553597,3.21585587238158,2.91117561801759,3.78418272377316,2.01161768617206,1.17141564072106,5.90614497569588,5.44513934582532,0.599669713530643
"182","finger",1855.27850884305,22,3,16.25,18.25,5.5,1,0.25,0,0,0,0,0,2.5,7,0,1.25,0,0,3.25,7.25,8.75,4.75,2.25,0,0.75,0,0,0,1.06127617994514,2.68410740662733,1.14737634867486,4.43669708727367,3.53283497313527,3.95070423032966,2.43098229496752,0.823726982170532,5.80874333310607,3.49826743924251,0.27461238676394
"183","flame",2014.67623246975,2,27.25,37.25,4.75,14.75,1,0,0,0,0,0.25,0,0.25,0.25,0,0.25,0.25,0.5,0,0.25,0,0.25,0.25,1,0.75,0,0,0,2.24547759633429,1.28260017565214,3.61726092941649,15.8689161639385,11.9718401798414,13.2432197518711,3.62365340833139,1.88206228091659,31.2777350219062,32.8409141566363,10.8975363421706
"184","flame",2009.17601095002,3,29,35.5,4.25,16.5,0.75,0,0,0,0.25,0.25,0,0,0,0,0,0.25,0.5,0,0.25,0,0,0.25,1,0.75,0,0,2.1304659701352,0.879824854731211,0,7.07714087740409,28.8441798443852,18.6859441503453,20.4412640499144,6.38213616568827,1.99263697177934,35.2100332005637,50.132989174764,14.9226920820202
"185","flame",2003.45238186984,4,25.25,34.75,3,25,0.25,0,0,0,0.25,0.25,0,0,0.25,0,0,0,0.5,0,0,0,0.25,0.5,1,0.75,0,0,1.23500216013625,3.89589371011494,0,7.5562661924969,27.8108028348911,18.7709004185303,19.966704770783,5.78435335977783,2.78799111891453,33.4882593142259,43.060347982947,12.6617898069562
"186","flame",1997.49370167473,5,15.75,38.75,4,25.75,1.75,0,0,0,0,0.25,0,0.5,0,0,0,0.25,0.5,0,0,0,0.25,0,1.5,0.25,0,0,0,4.80775797497706,0,6.2343701346591,29.7113991971456,21.5162163516954,22.901114005603,7.34858486199163,3.49366937413758,57.8592901089096,56.5931940848614,16.7640957831199
"187","flame",1991.31043479879,6,15.75,38.75,4,25.75,1.75,0,0,0,0,0.25,0,0.5,0,0,0,0.25,0.5,0,0,0,0.25,0,1.5,0.25,0,0,0,4.34196062464295,0,3.98471753740835,27.0089842821484,19.7391748765023,21.7008192127548,6.05396301796081,2.66763373152276,32.2627942529707,47.2025532400159,4.15028905326179
"188","flame",1984.90294945096,7,17.75,38.5,2.25,24.25,0.25,0,0,0,0,0.25,0,0,0,0.75,0,0,0.5,0,0.25,0,0.25,0,4,0.5,0,0,0,8.43050571895911,0,7.81281932763506,24.1453003201393,20.0093356916492,21.740731237642,5.88124583109752,2.56805007391007,40.1225918113859,62.704408176992,0
"189","flame",1978.25084530179,8,17.75,38.5,2.25,24.25,0.25,0,0,0,0,0.25,0,0,0,0.75,0,0,0.5,0,0.25,0,0.25,0,4,0.5,0,0,0,3.07636913699571,0,4.48514568828924,22.6780424113671,16.0229037830972,17.5576805965641,5.25384109039675,2.37167611647334,34.3732396340333,36.376254634385,11.9497161646719
"190","flame",1971.33372202181,9,14,33.75,4,22,3.75,0,0,0,0.25,0,0,0,0,7.5,0,0,1.75,0,0,0,0.25,0.5,3.75,0.75,0,0,0,3.07636913699571,0,4.48514568828924,22.6780424113671,16.0229037830972,17.5576805965641,5.25384109039675,2.37167611647334,34.3732396340333,36.376254634385,11.9497161646719
"191","flame",1964.21855409034,10,18.75,36.5,5.25,14.75,2,0,0,0,0,0,0,0.5,0.25,9.5,0.25,0.25,0,0,0.25,0,0,0,2.75,0.25,0,0,1.41642798181731,3.16555467276194,0,8.88162160984612,28.7090596754524,22.3392329751812,23.0328445043445,7.03563931470207,3.0363692727712,34.4647272311839,53.0442356413862,2.65878768486911
"192","flame",1956.85981924735,11,13.25,32.25,4,21.25,2,0,0,0,0.25,0.25,0,0.5,0,10.5,0,0,1.75,0,0,0,0.25,0.25,4.5,0.75,0.25,0,1.41642798181731,3.16555467276194,0,8.88162160984612,28.7090596754524,22.3392329751812,23.0328445043445,7.03563931470207,3.0363692727712,34.4647272311839,53.0442356413862,2.65878768486911
"193","flame",1949.36459010076,12,13.25,32.25,4,21.25,2,0,0,0,0.25,0.25,0,0.5,0,10.5,0,0,1.75,0,0,0,0.25,0.25,4.5,0.75,0.25,0,1.78575423052839,5.59373718040566,0,8.80565645562193,25.2703812011741,20.0786959387545,20.3298622892855,7.23241882529148,6.28384556384815,53.2625043411859,58.1886147579067,17.3476759651857
"194","flame",1941.47256264298,13,15.25,36.25,2.25,4.25,4.25,0,0,0,0.25,0.25,0,0,0,20.25,0,0.25,1.25,0,0,0,0,0.25,4,1.25,0,0,1.78575423052839,5.59373718040566,0,8.80565645562193,25.2703812011741,20.0786959387545,20.3298622892855,7.23241882529148,6.28384556384815,53.2625043411859,58.1886147579067,17.3476759651857
"195","flame",1933.19069394611,14,15.25,36.25,2.25,4.25,4.25,0,0,0,0.25,0.25,0,0,0,20.25,0,0.25,1.25,0,0,0,0,0.25,4,1.25,0,0,0,1.92661909366338,0,7.97016908333442,28.8777994646814,22.0614549474641,21.8285799669117,5.99035582523938,2.66624941572054,28.6431097716323,45.7626873885569,2.80943432966122
"196","flame",1924.29436940294,15,9.5,34.25,4.75,9.5,5.25,0,0,0,0.25,0.25,0,0.5,0,20.25,0,0.25,1.75,0,0,0,0,0.25,4.75,1,0.5,0,0,1.92661909366338,0,7.97016908333442,28.8777994646814,22.0614549474641,21.8285799669117,5.99035582523938,2.66624941572054,28.6431097716323,45.7626873885569,2.80943432966122
"197","flame",1914.94977199159,16,7.75,37,3,10.5,3.5,0,0,0,0.25,0.25,0,0.25,0.25,22,0.25,0.25,1.75,0,0,0,0,0.5,1,1.25,0,0,0,4.01980872668216,0,4.7094525997314,18.4787384512088,16.0409319020901,14.9667598940531,5.47578410035125,2.26081894060652,23.9162845828223,30.1739707101797,8.2301134685121
"198","flame",1904.72633417749,17,7.75,37,3,10.5,3.5,0,0,0,0.25,0.25,0,0.25,0.25,22,0.25,0.25,1.75,0,0,0,0,0.5,1,1.25,0,0,0,4.01980872668216,0,4.7094525997314,18.4787384512088,16.0409319020901,14.9667598940531,5.47578410035125,2.26081894060652,23.9162845828223,30.1739707101797,8.2301134685121
"199","flame",1894.20058731494,18,3.75,36,2.25,7,9,0,0,0,0,0.25,0,0.5,0,23.25,0,0.25,0,0,0,0,0.25,0,5.5,1.5,0.25,0,0.453733920781601,1.45021494585442,0,4.90987606835159,16.8509025175598,15.8940894672468,14.3281479761814,4.64841013340737,2.56579371292053,24.7696659799681,45.2518779680034,1.7678466386902
"200","flame",1884.12862191225,19,3.75,36,2.25,7,9,0,0,0,0,0.25,0,0.5,0,23.25,0,0.25,0,0,0,0,0.25,0,5.5,1.5,0.25,0,0.453733920781601,1.45021494585442,0,4.90987606835159,16.8509025175598,15.8940894672468,14.3281479761814,4.64841013340737,2.56579371292053,24.7696659799681,45.2518779680034,1.7678466386902
"201","flame",1873.95205150298,20,4.5,38.75,4,6,3.75,0,0,0,0.25,0,0,0.25,0.5,25.75,0,0,0,0,0,0,0.25,0.5,7,1.5,0,0,0,3.30200591297211,0,4.61323847372919,18.333899178745,17.4473645425136,14.5714953892447,5.46677856062808,1.98469797648911,25.0696488796753,23.1102821234877,5.4540432051987
"202","flame",1863.30638333662,21,4.5,38.75,4,6,3.75,0,0,0,0.25,0,0,0.25,0.5,25.75,0,0,0,0,0,0,0.25,0.5,7,1.5,0,0,0,3.30200591297211,0,4.61323847372919,18.333899178745,17.4473645425136,14.5714953892447,5.46677856062808,1.98469797648911,25.0696488796753,23.1102821234877,5.4540432051987
"203","flame",1852.14266555697,22,4.5,38.75,4,6,3.75,0,0,0,0.25,0,0,0.25,0.5,25.75,0,0,0,0,0,0,0.25,0.5,7,1.5,0,0,0,1.93969330937472,0,4.18688120451317,17.2877308517361,18.1511302605891,13.2923942377894,4.17734069357366,2.07284283623782,4.06049592243865,40.2965321497825,10.45086696599
"204","flame",1840.6183390658,23,4.5,38.75,4,6,3.75,0,0,0,0.25,0,0,0.25,0.5,25.75,0,0,0,0,0,0,0.25,0.5,7,1.5,0,0,0,1.93969330937472,0,4.18688120451317,17.2877308517361,18.1511302605891,13.2923942377894,4.17734069357366,2.07284283623782,4.06049592243865,40.2965321497825,10.45086696599
"205","flame",1828.70890443795,24,4.5,38.75,4,6,3.75,0,0,0,0.25,0,0,0.25,0.5,25.75,0,0,0,0,0,0,0.25,0.5,7,1.5,0,0,0,1.93969330937472,0,4.18688120451317,17.2877308517361,18.1511302605891,13.2923942377894,4.17734069357366,2.07284283623782,4.06049592243865,40.2965321497825,10.45086696599
"206","flame",1816.43147880735,25,4.5,38.75,4,6,3.75,0,0,0,0.25,0,0,0.25,0.5,25.75,0,0,0,0,0,0,0.25,0.5,7,1.5,0,0,0,1.93969330937472,0,4.18688120451317,17.2877308517361,18.1511302605891,13.2923942377894,4.17734069357366,2.07284283623782,4.06049592243865,40.2965321497825,10.45086696599
"207","flame",1803.79358339903,26,4.5,38.75,4,6,3.75,0,0,0,0.25,0,0,0.25,0.5,25.75,0,0,0,0,0,0,0.25,0.5,7,1.5,0,0,0,1.93969330937472,0,4.18688120451317,17.2877308517361,18.1511302605891,13.2923942377894,4.17734069357366,2.07284283623782,4.06049592243865,40.2965321497825,10.45086696599
"208","smoke",2018.72446718069,2,7.25,28.75,25.5,2,0,0,0,0,0.5,0,14,0.75,0.75,0,0,0,0.75,0,0.25,9.25,0.25,0.25,0.5,1,0.5,0,0,10.6735273782885,0,3.80880220247476,19.7463803406452,12.1582619204229,17.7964818100833,5.4180935573713,2.96898223728735,26.8977473047378,22.12764705167,9.44946053042955
"209","smoke",2013.49635476518,3,5.25,30.75,27.75,1.25,0,0,0,0,0.75,0,12.5,1.5,0,0.5,0.5,0,0.25,0,0.75,11.5,0,0,0.25,0.25,0.5,0,0,4.11897552291863,0,4.79386822424403,21.0905157799486,13.8912872317236,21.2053281207341,6.206964853321,3.54498394045041,26.4592525924642,42.5429790687453,13.371578913355
"210","smoke",2008.22811257927,4,5.75,29.75,28,1.75,0,0,0,0,0.75,0,11.5,1,0.5,0.5,0.25,0,0.25,0,0.5,11.75,0.25,0.75,0.25,0,0,0,1.71589915028729,4.06751348380887,0,5.78241175465548,21.9397213455829,15.3499363231141,23.0053315773174,6.8302556346661,2.87697479544286,30.2708747676134,32.3669457557588,0.757810943348334
"211","smoke",2002.91243063353,5,5.5,29.75,30,1,0,0,0,0,0.25,0,9.75,1.75,0.5,0,0,0,0.25,0,0.5,13.75,0.25,0.5,0.5,0.25,0,0,0,3.56000096371058,0,7.50353592793872,17.0446714510975,12.0742551609695,20.6689163143461,5.94161821497757,3.65593789964435,38.623819654159,44.3837253753987,14.0726223257672
"212","smoke",1997.56344814645,6,5.25,30.5,30.75,0.75,0,0,0,0,0.5,0,8,0.75,0.25,0,0.25,0,0.25,0,1,14.5,0.25,0.75,0.25,0.25,0.25,0,0,2.32832833146583,0,4.76094062892048,14.1661443167731,10.7007676956824,17.859041861018,5.0639155081323,2.11273896771498,28.8710859801754,30.515285245439,8.0301615121305
"213","smoke",1992.17680368553,7,5,34.75,28.75,0.5,0,0,0,0,0.5,0,6.5,1,0.75,0.25,0.5,0,0.25,0,1,12.5,0,0,0.25,0.75,0.25,0,0,2.10127921236198,0.394592084543437,7.08177939160682,17.9509049851517,15.0590520785759,23.7374000809775,8.35121038039106,4.21791102613055,45.4285875796201,65.3597227296038,24.019778633688
"214","smoke",1986.75250432537,8,5.25,33.75,29.25,1.75,0,0,0,0,0.5,0,6.5,1.5,0,0,0,0,0.5,0,0.25,13,0,0,0,0.75,0,0,0,2.08586909574556,0,6.02101800190899,11.8255590380856,11.6968680215429,15.35759164639,4.62472856157972,1.80183486777157,21.9895735810802,21.0184553405687,4.96023139417691
"215","smoke",1981.3079883991,9,3.25,36,28.5,1.75,0,0,0,0,0.25,0,6.75,0.75,0,0,0,0,0.5,0,0.25,12.25,0.25,0.75,0.25,0.75,0.5,0,0,1.93745555331733,1.08999538650803,4.01415599638624,10.875337416917,10.1600561956322,14.7050946308615,5.29466654051675,4.65423480838523,24.0183848998549,32.8484498929856,10.4865485209598
"216","smoke",1975.84055651246,10,3.75,35.5,31,1.75,0,0,0,0,0.25,0,2.75,0.75,0.75,0.25,0,0,0.5,0,0.25,14.75,0,0.25,0,0.5,0,0,0.600513233947848,1.48020802325268,0.997973320528308,5.54502115259981,10.8508515304012,11.9438734403609,15.0529227283233,5.92377938382979,4.46571040695048,34.1767717468404,38.8628314658937,12.4235519325241
"217","smoke",1970.34181805419,11,6,31.25,29.25,1.75,0,0,0,0,0.25,0,5.75,1,0.75,0.25,0,0,0.25,0,0.75,13,0.25,0.5,0.25,1.25,0,0,0.600513233947848,1.48020802325268,0.997973320528308,5.54502115259981,10.8508515304012,11.9438734403609,15.0529227283233,5.92377938382979,4.46571040695048,34.1767717468404,38.8628314658937,12.4235519325241
"218","smoke",1964.82067453192,12,6,31.25,29.25,1.75,0,0,0,0,0.25,0,5.75,1,0.75,0.25,0,0,0.25,0,0.75,13,0.25,0.5,0.25,1.25,0,0,0,2.19186677525105,0,4.95529158696974,12.4189092771838,13.4494701779612,15.1865004088909,6.53036526099529,2.62919997751724,26.0743792642877,26.5052969380198,9.81871356597913
"219","smoke",1959.28602745332,13,3.25,34.25,29,2,0,0,0,0,0.75,0,6.25,2.25,0.5,0.25,0.5,0,0.5,0,0.25,12.75,0.25,0.25,0.25,0,0.25,0,0,2.19186677525105,0,4.95529158696974,12.4189092771838,13.4494701779612,15.1865004088909,6.53036526099529,2.62919997751724,26.0743792642877,26.5052969380198,9.81871356597913
"220","smoke",1953.95330078796,14,3.25,34.25,29,2,0,0,0,0,0.75,0,6.25,2.25,0.5,0.25,0.5,0,0.5,0,0.25,12.75,0.25,0.25,0.25,0,0.25,0,0,2.13374668414525,0,7.58394695230323,10.1725973169626,14.2203185721043,15.0625143735443,4.20736343696951,1.57063236112605,15.1786153402902,19.6843398268695,5.78783393696418
"221","smoke",1948.4354641019,15,3.25,34.25,29,2,0,0,0,0,0.75,0,6.25,2.25,0.5,0.25,0.5,0,0.5,0,0.25,12.75,0.25,0.25,0.25,0,0.25,0,0,2.13374668414525,0,7.58394695230323,10.1725973169626,14.2203185721043,15.0625143735443,4.20736343696951,1.57063236112605,15.1786153402902,19.6843398268695,5.78783393696418
"222","smoke",1942.92706785226,16,2.5,38.25,27.25,2.25,0,0,0,0,0.25,0,6.5,1,0.25,0.25,0,0,0.25,0,0.25,11,0,0.75,0,0,0.25,0,0,1.21733261141743,0,3.79298113603304,9.57412213591855,12.4439240350197,12.3060060440214,4.81626534842628,1.55957808774658,14.3897381990823,15.3286932565386,5.63837663600514
"223","smoke",1937.25029784503,17,2.5,38.25,27.25,2.25,0,0,0,0,0.25,0,6.5,1,0.25,0.25,0,0,0.25,0,0.25,11,0,0.75,0,0,0.25,0,0,1.21733261141743,0,3.79298113603304,9.57412213591855,12.4439240350197,12.3060060440214,4.81626534842628,1.55957808774658,14.3897381990823,15.3286932565386,5.63837663600514
"224","smoke",1931.20535978704,18,2.5,38.25,27.25,2.25,0,0,0,0,0.25,0,6.5,1,0.25,0.25,0,0,0.25,0,0.25,11,0,0.75,0,0,0.25,0,0,1.21733261141743,0,3.79298113603304,9.57412213591855,12.4439240350197,12.3060060440214,4.81626534842628,1.55957808774658,14.3897381990823,15.3286932565386,5.63837663600514
"225","smoke",1924.97332503437,19,2.5,38.25,27.25,2.25,0,0,0,0,0.25,0,6.5,1,0.25,0.25,0,0,0.25,0,0.25,11,0,0.75,0,0,0.25,0,0,1.21733261141743,0,3.79298113603304,9.57412213591855,12.4439240350197,12.3060060440214,4.81626534842628,1.55957808774658,14.3897381990823,15.3286932565386,5.63837663600514
"226","smoke",1918.94767786681,20,0.75,43,26.75,1.25,0,0,0,0,0.25,0,6,0.75,0.75,0,0.25,0,0,0,0.25,10.5,0,0.75,0,0.75,0,0,0,1.96482462835181,0,4.39391918993055,12.3228616525419,15.0397722039382,14.2318150035099,6.23260794967437,1.78249293487145,13.033333457912,21.9601985261939,6.94024660714496
"227","smoke",1912.96860051917,21,0.75,43,26.75,1.25,0,0,0,0,0.25,0,6,0.75,0.75,0,0.25,0,0,0,0.25,10.5,0,0.75,0,0.75,0,0,0,1.96482462835181,0,4.39391918993055,12.3228616525419,15.0397722039382,14.2318150035099,6.23260794967437,1.78249293487145,13.033333457912,21.9601985261939,6.94024660714496
"228","smoke",1907.37195630444,22,0.75,43,26.75,1.25,0,0,0,0,0.25,0,6,0.75,0.75,0,0.25,0,0,0,0.25,10.5,0,0.75,0,0.75,0,0,0,1.96482462835181,0,4.39391918993055,12.3228616525419,15.0397722039382,14.2318150035099,6.23260794967437,1.78249293487145,13.033333457912,21.9601985261939,6.94024660714496
"229","smoke",1901.95583078053,23,0,45.5,24.5,1.5,0,0,0,0,0.25,0,6.25,1.25,0.75,0,0,0,0.25,0,0.5,8.25,0,0.75,0.25,1.5,0,0,0,1.96482462835181,0,4.39391918993055,12.3228616525419,15.0397722039382,14.2318150035099,6.23260794967437,1.78249293487145,13.033333457912,21.9601985261939,6.94024660714496
